,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
0,.,., , , , , , , , , , ,2,2,2, , ,2, , ,2, , , ,USH00044890, , , , , , , , , , , , ,681,704,630,424,1313,231,160,140,0,0,0,457,1899
1, , , , , , , , , , , , , , , , , , , , ,2,2,2, ,USH00044890, , , , , , , , , , , , ,351,25,1485,127,213,717,712,0,0,0,0,0,1900
2, , , , , , , , , , , , , , , , , ,2, ,2, , , , ,USH00044890, , , , , , , , , , , , ,1377,722,292,13,127,419,686,0,0,0,114,180,1901
3, , , , , , , , , , , , , , ,2, , , , , , ,2, , ,USH00044890, , , , , , , , , , , , ,144,772,521,313,587,653,51,0,0,0,0,130,1902
4, , , , , , , , , , , , ,2, , , , , , , , , , , ,USH00044890, , , , , , , , , , , , ,564,239,81,69,1027,427,30,25,0,0,0,5,1903
5, , , , , , , , , , , , , , ,2, , , , , , ,2, , ,USH00044890, , , , , , , , , , , , ,211,1165,56,453,700,497,91,0,0,0,617,882,1904
6, , , , , , , , , , ,., , , , ,2, , , , , , ,2, ,USH00044890, , , , , , , , , , , , ,213,765,495,389,1399,191,433,0,0,0,114,0,1905
7, , , , , , , , , , , , , , , ,2, , , , , , , , ,USH00044890, , , , , , , , , , , , ,1316,592,178,1560,2549,739,815,51,18,0,0,0,1906
8, , , , , , , , , , , , , , , , , , , , , ,2, , ,USH00044890, , , , , , , , , , , , ,1281,676,0,704,1071,459,3,0,0,0,0,178,1907
9, , , , , , , , , , , , , , ,2,2, ,2,2,2,2,2,2,2,USH00044890, , , , , , , , , , , , ,669,1371,226,104,91,61,302,0,13,0,297,64,1908
10, , , , , , , , , , , , , , , , , , , , , , , , ,USH00044890, , , , , , , , , , , , ,1150,1157,713,935,516,0,0,33,0,0,0,177,1909
11, , , , , , , , , , , , , , , ,2, , , , , , , , ,USH00044890, , , , , , , , , , , , ,705,136,114,203,500,178,13,0,0,0,100,279,1910
12, ,a, , , , , , , , , , ,2, , , ,2, , , , , , , ,USH00044890, , , , , , , , , , , , ,1521,556,193,256,1092,383,0,0,0,0,8,0,1911
13, , , , , , , , , , , , , , , , ,2, ,2, , , , , ,USH00044890, , , , , , , , , , , , ,231,0,140,122,1300,791,297,0,0,0,0,0,1912
14, , , , , , , , , , , , ,2, , , , , , , , , , , ,USH00044890, , , , , , , , , , , , ,432,759,815,427,229,343,318,117,56,25,0,0,1913
15, , ,., , , , , , , , , , , ,B, , , , , , , , , ,USH00044890, , , , , , , , , , , , ,1693,330,64,547,153,279,89,10,0,0,8,5,1914
16, , , , , , , , , , , , , , ,2, , , ,2,2,2,2, ,2,USH00044890, , , , , , , , , , , , ,808,1322,178,711,220,587,650,0,0,0,0,0,1915
17, , , , , , , , , , , , , ,2,2, , ,2, ,2,2,2,2, ,USH00044890, , , , , , , , , , , , ,1928,541,102,909,617,178,97,0,0,0,0,700,1916
18, , , , , , , , , , , , ,2,2, ,2,2,2, ,2,2,2,2,2,USH00044890, , , , , , , , , , , , ,432,602,94,15,183,147,105,0,0,0,0,0,1917
