,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
24, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,273,82,186,413,5,364,94,63,273,586,475,35,1909
25, , , , ,a, , , , , , ,a, , , ,1, , , , , , , , ,USH00055722, , , , , , , , , , , , ,66,30,48,244,0,152,140,54,26,360,76,487,1910
26, , , , ,a, , , , , ,a, , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,106,237,117,148,187,171,10,87,536,199,467,739,1911
27, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,122,0,15,69,627,136,157,333,405,301,232,381,1912
28, , , ,a, , , , ,a, , ,a, , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,154,205,194,430,48,23,144,176,173,97,323,83,1913
29, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,284,198,38,189,70,324,556,321,312,567,123,386,1914
30, , , , , , , , ,a, , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,238,122,203,284,0,332,389,230,56,162,262,0,1915
31, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,260,94,208,157,155,561,162,0,300,520,341,580,1916
32, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,159,18,26,0,176,277,554,40,124,388,178,33,1917
33, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,486,125,257,211,41,329,0,79,223,315,341,389,1918
34,a, , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,112,199,504,67,257,207,253,33,192,165,228,313,1919
35, , , , , , , , , , ,a, , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,16,66,44,232,135,530,422,107,44,318,219,433,1920
36, , ,a, , , , ,a, , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,59,49,28,121,282,198,261,307,493,471,23,168,1921
37, , , ,a, , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,87,48,254,330,325,267,58,53,222,249,36,13,1922
38, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,8,42,46,411,127,110,316,30,302,430,175,302,1923
39, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,82,104,89,314,141,206,463,10,361,199,175,181,1924
40, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,120,122,74,104,158,89,87,252,107,720,462,249,1925
41, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,108,42,21,163,521,269,475,94,196,64,288,515,1926
42, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,171,186,112,119,569,79,234,404,251,496,530,81,1927
43, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,38,71,362,34,201,173,695,69,339,337,30,445,1928
44, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,163,107,63,51,236,162,351,0,330,272,783,124,1929
45, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,253,34,266,26,159,152,246,137,305,438,195,96,1930
46, , ,b, , , ,a, , , ,a, , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,36,105,353,43,94,174,54,90,215,174,289,216,1931
47, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,99,173,8,312,158,363,71,52,318,362,81,263,1932
48, , , , ,a, , , , , ,a, , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,33,54,219,64,81,207,159,3,108,306,256,325,1933
49, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,107,238,158,82,0,219,440,119,59,232,353,10,1934
50, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,155,85,73,92,42,161,151,0,211,315,496,55,1935
51, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,96,269,38,211,89,55,142,50,275,308,183,209,1936
52, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,35,168,63,412,197,119,134,50,167,181,122,140,1937
53, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,77,249,190,203,423,343,229,231,21,129,1080,201,1938
54, , , , , , , ,a, , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,101,108,117,113,232,33,49,5,173,272,394,38,1939
55, , , , , , , , , ,a, , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,231,140,168,355,259,77,140,33,54,246,334,559,1940
56, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,432,114,60,173,348,407,421,366,101,484,616,795,1941
57, , , , , , , ,a,a, , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,131,128,59,112,215,526,74,21,203,128,193,188,1942
58,a, , ,a, , , , , , , ,a, , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,85,146,59,60,133,11,555,309,65,871,23,151,1943
59, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,135,62,247,171,308,713,186,251,195,152,13,227,1944
60, ,a, , ,a, , , , ,a, , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,102,140,85,96,89,511,232,23,82,371,66,290,1945
61, , , , , , ,d, , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,67,63,232,49,163,241,409,25,357,281,174,246,1946
62, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,21,125,53,195,113,262,160,638,329,546,166,568,1947
63, , , , , , , , ,a, , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,219,379,152,123,268,528,18,138,183,491,112,68,1948
64, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,468,70,30,21,157,243,121,310,80,224,153,271,1949
65, , , , , , , , ,b, , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,298,282,122,35,196,112,20,53,208,56,273,33,1950
66, , , ,b, , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,293,64,139,198,23,117,118,54,63,140,64,191,1951
67, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,155,186,246,114,191,416,216,63,287,398,182,0,1952
68, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,75,117,333,180,204,405,345,165,188,373,8,362,1953
69, , , , , , , , , , ,b, , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,51,25,316,100,56,61,144,74,245,343,515,125,1954
70, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,77,259,199,77,31,147,309,53,285,458,31,25,1955
71, , , , ,f, , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,185,163,125,263,150,153,49,13,53,414,21,124,1956
72, , , , ,b, , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,449,59,273,95,126,351,536,211,569,677,51,508,1957
73, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,189,237,144,43,151,92,50,165,6,16,286,193,1958
74, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,40,148,28,167,117,206,41,73,64,440,396,500,1959
75, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,493,238,58,362,329,204,104,91,86,171,80,185,1960
76, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,38,227,90,186,422,239,197,18,57,321,722,356,1961
77, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,13,140,230,285,39,387,142,25,153,169,368,226,1962
78, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,124,61,134,58,232,0,31,46,305,454,132,607,1963
79, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,89,160,320,185,104,306,177,112,216,819,355,0,1964
80, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,269,128,210,130,161,244,241,172,577,237,819,364,1965
81, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,41,83,168,146,5,232,125,132,133,203,153,300,1966
82, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,56,153,122,303,25,133,351,529,252,353,437,57,1967
83, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,23,252,149,140,41,239,151,3,356,395,89,130,1968
84, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,117,150,89,196,130,87,58,575,300,249,243,642,1969
85, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,71,0,120,230,282,266,36,166,139,158,705,397,1970
86, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,76,104,293,251,24,122,245,0,94,211,280,393,1971
87, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,46,0,278,289,59,71,31,211,196,43,289,661,1972
88, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,128,11,173,155,107,135,408,414,115,384,89,132,1973
89, , , ,a, , ,., , , , , , , , , , , ,1, , , , , ,USH00055722, , , , , , , , , , , , ,499,63,206,92,170,293,3,43,222,107,173,204,1974
90, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,151,53,328,41,194,57,194,200,216,114,95,237,1975
91, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,96,107,10,0,90,107,228,49,409,180,520,15,1976
92, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,148,69,79,74,92,89,201,36,300,405,272,125,1977
93, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,153,86,224,504,156,418,271,40,109,36,84,309,1978
94, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,251,45,92,109,171,173,403,348,77,227,0,274,1979
95, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,166,187,150,204,179,189,346,0,236,205,142,328,1980
96, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,82,41,219,84,60,163,157,122,412,488,100,378,1981
97, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,128,156,188,16,174,28,339,11,125,312,494,131,1982
98, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,104,64,428,358,403,197,414,234,757,401,35,21,1983
99, , , , , ,a, , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,33,74,89,156,505,161,228,455,215,350,430,564,1984
100, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,198,122,244,107,467,294,298,58,205,48,801,209,1985
101, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,28,13,698,152,74,275,531,217,567,417,371,465,1986
102, , , , , ,h, , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,44,251,272,200,162,110,380,241,160,420,24,238,1987
103, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,179,114,362,52,170,164,157,62,95,387,420,70,1988
104, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,188,179,0,45,50,49,8,128,205,254,140,174,1989
105, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,56,150,356,226,270,615,125,26,483,163,153,659,1990
106, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,191,18,255,134,78,91,114,69,145,291,185,351,1991
107, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,58,43,369,109,537,70,526,114,464,436,56,100,1992
108, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,142,218,206,92,170,271,359,23,43,600,140,272,1993
109, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,114,142,262,127,8,278,132,56,10,302,270,209,1994
110, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,88,59,65,89,572,192,632,329,462,239,429,53,1995
111, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,251,92,350,180,58,79,135,386,171,89,443,500,1996
112, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,125,160,115,89,64,346,417,325,165,229,856,244,1997
113,a, , , , ,a, , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,176,88,302,305,243,298,0,26,109,104,229,610,1998
114, , , , , , , , , , ,b, , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,122,40,53,105,5,605,119,256,745,797,228,0,1999
115, , , ,c, , , ,b, ,a,b,b, , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,95,71,48,129,348,51,200,53,61,152,357,204,2000
116, , , ,a, , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,132,8,246,102,279,137,497,56,386,353,107,103,2001
117, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,177,48,120,67,165,175,0,0,105,231,552,398,2002
118, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,44,211,152,165,171,48,140,15,130,226,450,168,2003
119, , , , , , , , ,a, , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,125,245,449,95,31,719,73,168,33,144,645,289,2004
120, ,a, , , , ,b, , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,128,107,68,91,128,124,43,206,140,743,517,366,2005
121, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,77,21,280,116,145,19,13,94,360,423,439,822,2006
122, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,257,141,74,548,126,286,303,69,90,311,366,192,2007
123, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,277,162,100,325,106,133,294,133,61,138,163,135,2008
124, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,71,44,102,79,264,211,-9999,156,127,140,231,158,2009
125, , , ,c, , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,21,270,94,10,434,174,53,132,262,360,132,395,2010
126, , , ,b, , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,131,132,57,201,92,236,295,97,293,233,185,313,2011
127, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,110,166,54,213,74,57,21,0,541,153,256,185,2012
128, ,b, , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,228,87,186,216,91,297,132,0,490,269,545,368,2013
129, , , ,b, , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,94,209,74,122,161,125,316,5,194,430,559,198,2014
130, , , , , , , , , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,23,366,256,219,119,175,439,231,281,285,171,362,2015
131, , , , , , , , ,b, ,b, , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,105,130,275,-9999,82,234,182,219,105,416,202,62,2016
132, ,g,d, ,c,a,i, ,c,c,f,f, , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,-9999,0,0,20,175,33,215,13,316,208,195,31,2017
133, ,e,c, ,c, , ,c,h,e,g, , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,-9999,115,0,-9999,10,-9999,44,152,48,51,15,-9999,2018
134,h,h, , ,c,c,b, , , , , , , , , , , , , , , , , ,USH00055722, , , , , , , , , , , , ,31,173,-9999,-9999,334,218,225,-9999,-9999,-9999,-9999,-9999,2019
