,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
0, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00369298, , , , , , , , , , , , ,940,262,673,876,378,1196,1603,1212,1333,2151,777,1402,1885
1, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00369298, , , , , , , , , , , , ,615,493,1455,632,566,836,490,782,1138,381,874,401,1886
2, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00369298, , , , , , , , , , , , ,622,1501,404,478,564,579,930,620,505,587,734,742,1887
3, , , , , , , , ,.,.,., ,2,2,2,2,2,2,2,2,2,2,2,2,USH00369298, , , , , , , , , , , , ,541,353,777,612,457,813,1100,1072,1163,1402,1257,417,1888
4, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00369298, , , , , , , , , , , , ,704,366,897,1135,196,1270,762,980,1377,866,932,930,1889
5, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00369298, , , , , , , , , , , , ,1102,935,716,559,930,1293,2080,1196,569,1516,2210,1681,1890
6, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00369298, , , , , , , , , , , , ,577,1494,1471,1168,645,432,500,909,3185,1204,676,787,1891
7, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00369298, , , , , , , , , , , , ,744,813,980,599,371,503,2530,2009,1067,1227,640,599,1892
8,e, , , , , , , , , , , , , , , , , , , , , , , ,USH00369298, , , , , , , , , , , , ,700,1400,834,1499,765,1043,1595,1226,454,1637,326,898,1893
9, ,a, , , , , , , , , , , , , , , , , , , , , , ,USH00369298, , , , , , , , , , , , ,770,737,923,730,475,768,2340,784,733,334,1560,839,1894
10, , , , , , , , , , , , , , , , , , , , , , , , ,USH00369298, , , , , , , , , , , , ,819,240,1455,664,362,776,601,686,742,1181,539,462,1895
11, , , , , , , , , , , , , , , , , , , , , , , , ,USH00369298, , , , , , , , , , , , ,336,921,670,426,981,685,822,1031,1620,760,1534,689,1896
12,a, , , , , , , , , , , , , , , , , , , , , , , ,USH00369298, , , , , , , , , , , , ,577,389,1675,660,662,817,1066,637,1564,1039,414,34,1897
13, , , , , , , , , , , , , , , , , , , , , , , , ,USH00369298, , , , , , , , , , , , ,697,429,1090,805,972,767,1076,1512,737,1926,668,1304,1898
14, , , , , , , , , , , , , , , , ,2, , ,2, , , ,2,USH00369298, , , , , , , , , , , , ,863,856,487,1524,1105,417,1629,655,1455,354,1825,366,1899
