,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
0, , , , , , , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,-9999,-9999,267,147,-9999,-9999,-9999,-9999,-9999,-9999,1872,648,1903
1, , , , , , , , , , , ,g, , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,105,244,53,571,551,267,838,1524,658,1313,1425,1005,1904
2, , , , ,a, , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,159,130,369,267,228,380,748,1810,617,1085,742,482,1905
3, , , , , , , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,432,101,229,0,533,189,985,1219,507,1100,533,402,1906
4, , , , , , , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,178,203,191,38,355,508,199,369,784,692,1935,186,1907
5, , , , , , , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,114,584,800,253,407,660,1045,855,1088,341,894,230,1908
6, , ,b, ,d, , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,102,254,805,257,262,711,406,2032,2692,356,855,330,1909
7, , , , ,b, , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,152,165,249,163,0,342,887,84,622,722,577,272,1910
8, , , ,a, , , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,190,267,498,404,359,353,974,431,2013,1025,894,1589,1911
9, , , , , , , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,102,77,66,427,76,946,1292,645,968,2012,616,485,1912
10, , , , , , , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,96,166,556,13,520,491,1120,950,1679,790,1048,785,1913
11, , , , , , , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,349,79,200,40,326,643,752,1657,1371,2157,687,378,1914
12, , , , , , ,c,d, , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,241,285,813,194,92,161,1145,1124,1376,937,1873,912,1915
13, , , , , , , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,588,120,353,97,599,907,790,1429,986,539,1738,778,1916
14, , , , , , , , , ,b, , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,153,219,53,140,456,622,228,1025,359,892,769,838,1917
15, , , , , , , , , , , , , , , , , , , , , , , , ,USH00475516, , , , , , , , , , , , ,185,296,637,386,183,412,1701,327,879,1595,511,684,1918
