,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
0, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,622,1049,508,249,899,234,1328,1994,825,371,1041,358,1876
1, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,485,30,1466,630,1862,988,533,1440,1651,1062,648,1341,1877
2, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,556,714,541,1455,1306,1463,1049,452,1346,1054,566,1135,1878
3, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,279,399,1138,904,638,564,587,792,1684,640,1595,739,1879
4, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,765,523,556,419,295,2032,1511,1148,1123,612,841,632,1880
5, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,295,1382,668,874,521,353,792,1422,1001,119,1326,1669,1881
6, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,394,785,318,696,894,622,1351,1364,445,978,135,579,1882
7, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,566,627,1181,549,107,348,1621,2057,1052,107,259,754,1883
8, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,683,1097,460,1814,869,536,1006,1234,658,462,607,732,1884
9, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,1163,721,790,668,272,559,366,884,579,2271,904,1113,1885
10, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,965,417,345,513,417,351,925,757,549,1186,1430,328,1886
11, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,579,1232,554,828,343,338,1019,1433,201,429,1191,612,1887
12, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00204244, , , , , , , , , , , , ,480,381,632,493,564,272,1250,1052,602,160,610,625,1888
