,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
0, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,-9999,-9999,388,160,140,1414,656,343,557,43,492,406,1907
1, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,293,114,657,571,290,858,655,485,506,429,210,578,1908
2, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,0,91,147,242,18,408,670,1085,617,2842,285,51,1909
3, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,0,33,94,427,694,809,1105,262,155,334,1036,563,1910
4, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,89,125,446,571,236,920,328,25,205,170,281,917,1911
5, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,99,414,310,371,89,366,444,2826,0,0,183,1237,1912
6, , , ,a, , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,256,337,431,252,392,391,292,1221,279,295,1566,136,1913
7, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,13,86,1088,150,84,1448,2251,114,0,234,467,2195,1914
8, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,462,18,0,248,426,424,657,0,249,249,1035,142,1915
9, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,861,0,159,58,0,50,159,107,2083,1787,892,784,1916
10, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,68,0,0,18,0,89,430,221,480,554,307,114,1917
11, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413063, , , , , , , , , , , , ,0,79,595,876,165,258,663,620,142,655,358,472,1918
