,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
0, , , , ,b, , , , , , , , , , , , , , , , , , , ,USH00274399, , , , , , , , , , , , ,528,1784,355,920,500,559,923,815,523,2277,623,899,1893
1, , , , , , , , , , , , , , , , , , , , , , , , ,USH00274399, , , , , , , , , , , , ,485,558,521,703,309,428,884,633,649,267,902,553,1894
2, , , , , , , , , , , , , , , , , , , , , , , , ,USH00274399, , , , , , , , , , , , ,649,236,1357,788,481,1146,448,859,1174,995,711,773,1895
3, , , , , , , , , , , , , , , , , , , , , , , , ,USH00274399, , , , , , , , , , , , ,226,732,604,207,1573,368,520,372,784,713,1399,823,1896
4, , , , , , , , , , , , , , , , , , , , , , , , ,USH00274399, , , , , , , , , , , , ,647,456,1535,1313,1036,697,917,1452,2586,1018,450,473,1897
5, , , , , , , , , , , , , , , , , , , , , , , , ,USH00274399, , , , , , , , , , , , ,1189,818,1282,623,246,909,1163,867,318,1238,829,1696,1898
6, , , , , , , , , , , ,a, , , , , , , , , , , , ,USH00274399, , , , , , , , , , , , ,681,811,457,434,1530,290,606,710,1342,453,972,312,1899
7, , , , , , , , , , , , , , , , , , , , , , , , ,USH00274399, , , , , , , , , , , , ,1104,1641,1442,525,1085,473,920,664,1115,870,709,800,1900
8, , , , , , , , , , , , , , , , , , , , , , , , ,USH00274399, , , , , , , , , , , , ,430,152,456,1701,1171,959,1390,495,1434,1619,842,1108,1901
9, , , , , , , , , , , , , , , , , , , , , , , , ,USH00274399, , , , , , , , , , , , ,505,589,208,1409,980,963,863,1012,1258,1081,1062,1052,1902
