,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
0, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,344,1007,1227,523,462,1040,1083,1058,949,693,583,291,1908
1, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,0,183,671,800,224,512,1005,806,1560,574,158,729,1909
2, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,391,500,361,918,432,525,874,267,473,245,454,517,1910
3, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,97,1113,607,1059,1384,1319,832,307,424,399,303,1077,1911
4, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,105,1151,884,1099,940,481,325,919,274,234,11,1070,1912
5, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,274,1079,1413,1222,666,369,353,510,63,851,1426,2031,1913
6, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,112,977,1126,1203,1218,889,3723,97,104,1770,280,1709,1914
7, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,661,414,41,451,535,2757,548,0,24,1512,392,279,1915
8, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,1686,13,335,117,0,358,1370,247,900,1075,452,330,1916
9, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,363,482,160,0,178,645,938,107,592,135,515,28,1917
10, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,160,874,1449,1193,960,1168,838,362,191,978,366,1442,1918
11, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,1053,735,394,688,617,813,3477,3620,1882,1409,893,1877,1919
12, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,2300,329,634,252,167,71,740,640,114,1838,264,828,1920
13, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,676,287,-9999,719,904,1084,315,2936,640,0,-9999,-9999,1921
14, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,833,540,730,48,1183,1350,1009,1025,33,213,695,620,1922
15, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,369,1111,1163,1947,834,739,483,239,547,1707,1032,689,1923
16, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,722,1506,117,511,402,1504,2298,546,424,130,940,13,1924
17, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,307,25,742,400,91,254,356,338,226,104,693,2784,1925
18, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,1122,91,714,1609,1896,1145,628,301,901,491,185,1096,1926
19, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,343,162,0,1152,442,1651,520,1024,277,0,647,737,1927
20, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,41,1109,1216,1052,294,755,535,1012,320,340,1047,143,1928
21, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,438,183,1475,376,1344,686,3218,481,1297,51,119,1343,1929
22, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,1138,717,1036,1314,508,198,1587,350,696,234,861,2013,1930
23, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,975,1214,239,1186,769,464,268,503,552,867,0,115,1931
24, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,2039,913,353,770,239,556,1207,521,157,1988,1282,132,1932
25, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,476,798,198,477,403,269,978,280,736,588,696,175,1933
26, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,1402,450,1740,973,1206,1298,162,139,533,485,1141,64,1934
27, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,209,667,375,1658,326,2789,3890,600,733,173,2649,356,1935
28, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,271,261,576,248,155,693,3342,661,4158,391,1244,831,1936
29, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,713,75,403,944,1751,181,196,841,411,459,687,1364,1937
30, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,634,353,946,653,466,1667,950,815,587,487,533,244,1938
31, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,718,656,282,351,480,247,803,414,1033,379,1487,163,1939
32, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,211,945,1860,1532,277,529,667,5038,766,244,294,1264,1940
33, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,395,907,269,356,997,2013,2272,1156,1090,1336,975,1193,1941
34, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,104,242,414,448,-9999,1673,287,351,1649,699,746,758,1942
35, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,497,205,792,577,828,122,1446,381,927,59,566,181,1943
36, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,1549,423,1327,691,1057,293,1522,170,459,1314,704,18,1944
37, , , ,b, , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,772,948,94,546,1141,763,239,1270,898,691,377,897,1945
38, , , , ,b, , ,d, , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,1133,737,1425,355,414,1316,1319,726,376,1193,1179,630,1946
39, , , , , ,b, , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,825,119,879,990,818,846,447,810,361,776,165,71,1947
40, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,248,788,504,40,220,371,1541,401,99,325,582,28,1948
41,b, , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,983,1896,13,1018,376,2256,407,472,1644,424,734,2235,1949
42, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,370,729,206,152,117,1193,801,1737,264,117,1395,38,1950
43,c, , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,67,323,935,136,465,458,559,2413,28,173,1172,175,1951
44, , , , ,b,d, , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,222,744,1542,1468,267,529,1137,992,1033,0,1397,0,1952
45, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,186,749,59,774,129,1881,814,368,146,1336,417,863,1953
46, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,376,50,115,212,64,1244,806,31,427,106,304,650,1954
47, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,520,1282,191,483,165,161,2095,948,268,1107,166,231,1955
48, , , , , , , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,334,778,107,1314,318,153,625,228,631,165,401,562,1956
49, , , , ,a, , , , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,215,564,1450,434,1094,2021,1575,970,226,0,4676,1775,1957
50, , , , , , ,b, , , , , , , , , , , , , , , , , ,USH00413183, , , , , , , , , , , , ,1033,1488,709,483,292,728,99,678,833,219,1751,956,1958
