,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
20, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,497,268,205,430,618,186,284,992,447,498,414,157,1916
21, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,266,463,130,1215,278,319,248,701,23,81,212,137,1917
22, , , , , , , ,a, , , , , ,1, , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,463,229,58,222,194,160,108,148,374,246,404,231,1918
23, ,a, , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,184,394,343,233,115,60,436,140,223,270,128,265,1919
24, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,218,65,110,312,235,379,293,242,250,663,178,320,1920
25, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,330,169,607,296,394,297,146,311,158,143,202,295,1921
26, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,189,152,270,383,196,474,194,136,206,193,133,268,1922
27, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,273,239,226,394,107,106,733,378,405,246,59,139,1923
28, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,232,131,410,634,189,3,99,824,246,188,228,82,1924
29, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,225,97,120,252,287,222,244,527,148,286,617,175,1925
30, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,294,161,511,375,51,54,314,305,51,568,545,170,1926
31, , , ,a, , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,333,265,657,429,176,106,391,438,197,234,704,806,1927
32, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,292,36,127,254,189,458,156,640,380,289,11,208,1928
33, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,502,260,44,724,161,164,176,242,79,36,130,130,1929
34, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,204,158,634,90,89,336,475,641,259,59,678,409,1930
35, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,143,68,655,437,239,65,132,371,179,3,735,112,1931
36, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,301,165,340,245,445,270,499,128,172,469,38,345,1932
37, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,280,318,333,818,55,364,639,350,54,452,265,687,1933
38, , , , , , , , , , , , , , , , , , , ,1, , , , ,USH00244558, , , , , , , , , , , , ,225,17,249,239,692,172,311,752,69,18,179,573,1934
39, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,500,63,259,259,301,461,265,263,281,94,36,135,1935
40, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,490,533,108,430,382,340,103,442,114,121,265,254,1936
41, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,541,262,316,315,112,311,256,550,211,169,232,223,1937
42, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,181,273,326,288,242,95,438,297,270,144,289,204,1938
43, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,325,238,152,241,213,143,278,965,97,56,245,56,1939
44, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,149,543,516,206,280,380,276,211,576,6,430,266,1940
45, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,320,127,429,267,138,140,446,384,274,204,518,210,1941
46, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,202,376,609,386,125,365,997,1049,692,229,79,188,1942
47, , ,a, , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,863,194,198,73,229,287,295,846,115,107,58,326,1943
48, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,70,130,374,162,214,246,379,372,154,340,191,26,1944
49, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,304,172,233,539,352,307,306,717,78,209,398,449,1945
50, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,272,185,506,463,142,131,357,459,246,196,330,807,1946
51, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,253,230,312,207,230,165,454,1159,120,835,252,547,1947
52, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,219,325,383,261,316,488,1108,704,802,593,25,102,1948
53, , , , , , , , , , , , ,4,4, , ,4,4,4, , , , , ,USH00244558, , , , , , , , , , , , ,272,325,393,272,330,147,310,288,386,148,243,338,1949
54, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,529,301,245,537,478,199,109,902,697,316,138,656,1950
55, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,318,386,216,793,114,519,588,461,274,668,479,754,1951
56, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,279,133,161,246,174,78,428,831,183,260,31,38,1952
57, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,564,216,252,384,258,327,350,745,5,503,112,11,1953
58, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,696,191,224,83,177,115,267,503,531,772,207,128,1954
59, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,264,255,608,600,121,228,311,777,335,0,393,409,1955
60, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,387,325,141,276,227,344,365,742,588,491,235,224,1956
61, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,287,326,143,251,124,353,319,474,218,115,51,508,1957
62, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,373,494,675,586,184,361,457,559,220,57,468,151,1958
63, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,517,277,1129,102,156,310,786,402,10,174,977,500,1959
64, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,331,211,404,245,283,209,847,157,9,588,84,255,1960
65, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,192,337,273,560,287,511,598,181,306,169,529,235,1961
66, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,249,235,254,207,276,267,519,208,41,240,107,317,1962
67, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,411,257,183,340,318,223,207,1004,241,206,321,170,1963
68, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,317,128,542,1075,322,154,651,906,429,451,475,241,1964
69, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,468,179,185,148,80,368,187,694,216,880,297,28,1965
70, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,408,260,640,401,202,165,415,1199,94,267,73,225,1966
71, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,445,108,149,369,277,150,242,604,18,3,83,406,1967
72, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,259,255,396,652,110,68,658,549,118,788,844,381,1968
73, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,754,127,68,311,164,332,173,986,25,24,369,272,1969
74, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,791,322,329,356,213,174,553,655,403,87,227,307,1970
75, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,462,206,347,392,243,112,550,913,237,374,118,241,1971
76, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,402,402,141,408,290,221,381,429,384,263,193,216,1972
77, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,175,158,713,474,118,119,232,388,13,142,181,303,1973
78, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,497,262,266,306,353,489,273,444,164,177,300,32,1974
79, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,498,387,307,302,338,212,252,499,250,708,147,426,1975
80, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,346,355,122,165,89,247,454,429,416,961,91,98,1976
81, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,208,247,371,896,300,110,357,110,653,288,554,33,1977
82, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,587,180,362,222,170,604,628,232,381,671,205,18,1978
83, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,362,400,108,324,220,379,416,213,170,280,98,367,1979
84, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,547,489,126,646,220,387,989,752,206,409,189,199,1980
85, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,368,505,329,460,363,240,857,920,182,335,122,52,1981
86, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,676,408,364,477,237,335,198,1029,406,210,489,133,1982
87, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,279,235,412,430,383,554,198,783,522,185,331,212,1983
88, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,200,169,449,312,341,388,398,450,130,225,478,470,1984
89, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,51,356,415,183,180,147,407,398,58,285,1010,234,1985
90, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,564,473,469,132,81,212,623,551,362,173,706,130,1986
91, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,169,156,123,402,752,302,224,304,1012,342,152,13,1987
92, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,247,213,265,590,204,239,720,378,221,75,534,118,1988
93, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,348,336,830,570,369,320,682,374,313,887,394,230,1989
94, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,455,242,404,1113,284,378,1207,295,602,575,3,527,1990
95, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,442,115,548,168,208,218,574,911,106,183,171,214,1991
96, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,297,200,405,505,239,260,301,927,603,181,259,181,1992
97, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,426,155,304,403,158,561,489,880,1528,380,410,257,1993
98, , , , , , , , , ,a,a, , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,277,350,274,233,21,369,396,509,61,13,115,604,1994
99, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,469,204,712,511,368,310,267,1347,353,321,302,638,1995
100, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,659,369,821,833,451,595,1105,397,178,201,436,377,1996
101, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,341,432,107,145,475,336,562,874,260,293,382,260,1997
102, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,261,73,436,514,566,300,1081,897,584,87,337,211,1998
103, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,305,379,423,333,192,133,459,479,242,270,72,410,1999
104, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,283,311,94,203,252,203,288,396,122,67,354,105,2000
105, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,100,270,193,130,217,550,60,735,388,15,150,372,2001
106, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,167,128,186,316,242,168,605,491,349,306,312,21,2002
107, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,222,54,234,318,396,229,443,317,24,85,490,325,2003
108, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,466,108,167,309,135,410,300,313,473,634,487,378,2004
109, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,225,8,287,439,303,238,353,1439,77,80,698,281,2005
110, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,581,308,409,330,158,430,343,889,317,158,299,176,2006
111, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,176,329,151,338,101,227,658,242,153,70,274,213,2007
112, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,264,122,331,586,201,128,372,564,459,239,322,109,2008
113, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,439,245,94,344,254,210,285,389,702,296,36,328,2009
114, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,404,109,643,567,156,495,617,1066,235,353,462,135,2010
115, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,608,295,110,189,287,470,471,803,177,120,120,474,2011
116, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,349,268,390,304,422,334,484,1579,188,77,112,676,2012
117, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,223,47,649,400,229,356,750,689,79,332,614,84,2013
118, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,343,281,646,600,621,297,305,1333,99,369,291,304,2014
119, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,612,285,120,619,422,89,56,153,92,34,191,288,2015
120, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,378,208,159,445,329,401,794,341,385,274,221,1234,2016
121, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,249,707,393,602,691,601,203,376,18,41,133,312,2017
122, , , , , , , , , , , , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,361,396,264,199,193,378,362,497,71,48,142,400,2018
123, , , , , , , , , ,h, , , , , , , , , , , , , , ,USH00244558, , , , , , , , , , , , ,313,445,-9999,-9999,128,578,226,711,257,126,-9999,-9999,2019
