,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
0, , , , , , , , , , , , , , ,2,2, , , , , , , , ,USH00231822, , , , , , , , , , , , ,-9999,-9999,307,109,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1883
1, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, ,2,2,USH00231822, , , , , , , , , , , , ,191,109,239,371,612,620,975,767,1554,-9999,1034,742,1884
2, , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,USH00231822, , , , , , , , , , , , ,-9999,-9999,152,330,25,1252,498,2350,445,470,627,1227,1885
3, , , , , , , , , , , , ,2,2,2,2, ,2,2,2,2,2,2,2,USH00231822, , , , , , , , , , , , ,638,191,353,178,-9999,686,1201,538,173,399,1283,1356,1886
4, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00231822, , , , , , , , , , , , ,1285,709,170,185,899,381,1016,1191,323,983,1316,572,1887
5, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00231822, , , , , , , , , , , , ,259,635,564,216,462,409,1763,1194,518,2494,114,224,1888
6, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00231822, , , , , , , , , , , , ,269,94,414,0,229,907,1046,615,688,584,1057,216,1889
7, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00231822, , , , , , , , , , , , ,843,264,305,254,208,262,300,686,546,1595,686,820,1890
8, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00231822, , , , , , , , , , , , ,343,660,292,1143,925,1219,1341,1956,1654,1821,107,229,1891
9, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00231822, , , , , , , , , , , , ,526,254,297,432,549,635,2847,150,706,1156,521,551,1892
10, , , , , , , , , , , , , , , , , ,2, , ,2, ,2, ,USH00231822, , , , , , , , , , , , ,109,704,258,184,997,1346,1437,1800,1270,1207,1029,0,1893
11, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,178,165,559,327,-9999,942,724,1360,699,165,838,1194,1894
12,a, , , ,a, , , , , , , , ,2, , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,76,112,210,421,66,580,523,1706,1461,2175,119,13,1895
13,c,b,e,a,d, , , , , , , , , , , , , ,2, , , , , ,USH00231822, , , , , , , , , , , , ,69,104,239,170,407,727,3401,732,1511,1963,1059,1014,1896
14, ,a, , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,363,218,69,482,456,1145,749,2964,720,794,221,118,1897
15, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,882,315,216,401,425,684,1806,1674,2609,386,1316,564,1898
16, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,150,216,317,368,611,599,1668,944,2386,912,307,472,1899
17, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,0,445,237,62,202,757,1079,899,2116,902,453,1671,1900
18, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,78,177,300,321,861,802,515,619,232,296,470,307,1901
19, , , , , , , , , , , , , , ,2, , , ,2, ,2,2, , ,USH00231822, , , , , , , , , , , , ,331,38,384,361,178,301,1778,1825,1659,1087,1568,787,1902
20, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,101,342,713,89,216,477,2202,392,361,1958,1545,420,1903
21, , , ,b, , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,500,38,15,212,709,1149,1251,1365,1229,1246,1185,274,1904
22, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,179,199,693,0,514,806,671,574,1117,693,2233,508,1905
23, , , ,b, , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,152,216,541,213,488,933,312,339,1326,454,404,163,1906
24,c, , , , , ,a, , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,321,277,211,35,358,283,370,1015,1102,546,770,613,1907
25, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,13,269,457,0,182,270,1845,2395,1034,1512,71,1351,1908
26, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,106,227,923,396,353,739,543,2301,1565,0,1181,544,1909
27, , , , ,a, , , , , , , , , , , , , ,2, , , , , ,USH00231822, , , , , , , , , , , , ,247,107,38,147,10,353,1153,292,51,324,785,142,1910
28, ,c, ,a,a, , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,115,890,313,575,286,633,798,157,1223,779,1696,1215,1911
29,b,a, , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,26,890,-9999,-9999,584,691,608,493,278,-9999,-9999,-9999,1912
30, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,-9999,-9999,325,508,504,609,1030,396,998,160,734,600,1913
31, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,89,292,0,297,877,492,231,1280,244,735,2636,1148,1914
32, , , , , , , , , , , , , , , , , ,2, , , , , , ,USH00231822, , , , , , , , , , , , ,456,566,222,191,185,406,1915,1276,3664,773,1445,165,1915
33, ,b, , , ,a, , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,401,127,670,145,285,603,1815,1090,992,1199,829,425,1916
34, , , , , , , , , , , ,a, , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,115,0,8,89,194,1184,869,3104,33,481,1019,330,1917
35,b, , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,128,315,442,435,97,439,2272,723,396,1143,723,784,1918
36, , ,a, , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,0,502,706,66,975,1209,1816,1686,2164,485,1536,557,1919
37, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,96,112,651,211,824,1336,505,1013,821,684,1072,339,1920
38, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,218,33,0,41,257,473,955,646,522,480,1205,628,1921
39,b, , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,92,338,966,8,692,503,1397,547,2190,457,979,912,1922
40, , , , , , , , , , , , , , , , , , , , , , , , ,USH00231822, , , , , , , , , , , , ,61,28,109,63,462,620,773,1243,1403,1574,1636,546,1923
