,dmflag0,dmflag1,dmflag10,dmflag11,dmflag2,dmflag3,dmflag4,dmflag5,dmflag6,dmflag7,dmflag8,dmflag9,dsflag0,dsflag1,dsflag10,dsflag11,dsflag2,dsflag3,dsflag4,dsflag5,dsflag6,dsflag7,dsflag8,dsflag9,id,qcflag0,qcflag1,qcflag10,qcflag11,qcflag2,qcflag3,qcflag4,qcflag5,qcflag6,qcflag7,qcflag8,qcflag9,value0,value1,value10,value11,value2,value3,value4,value5,value6,value7,value8,value9,year
0,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,USH00223605, , , , , , , , , , , , ,919,1120,246,1534,696,485,795,1087,1427,559,917,955,1887
1, ,.,.,., ,a,b, ,a,b,.,.,2,2,2,2,2,2,2,2,2,2,2,2,USH00223605, , , , , , , , , , , , ,1552,612,988,988,2510,419,1153,1003,833,2639,683,409,1888
2,., , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00223605, , , , , , , , , , , , ,1242,688,1504,267,480,660,1024,1801,1143,472,1029,102,1889
3, ,., , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,USH00223605, , , , , , , , , , , , ,1265,1600,376,1001,1684,2797,1186,587,566,531,1255,709,1890
4, , , , , , , , , , , , ,2,1,1,1,1,1,1,1,1,1,1,1,USH00223605, , , , , , , , , , , , ,963,2129,1372,864,1125,569,869,767,3129,620,391,218,1891
5, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,USH00223605, , , , , , , , , , , , ,1420,914,620,1661,993,2474,744,645,2350,889,1768,203,1892
6, , , , , , , , , , , , ,1,1,1, ,1,1,1,1,1,1,1,4,USH00223605, , , , , , , , , , , , ,1176,1339,1605,-9999,686,1445,1877,1958,592,709,688,86,1893
7, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,USH00223605, , , , , , , , , , , , ,1872,808,86,1077,2281,1036,145,76,1293,1514,450,345,1894
8, ,., , , , , , , , , , ,1,4,1,1,1,1,1,1,4,1,1,1,USH00223605, , , , , , , , , , , , ,1608,318,945,907,1872,432,335,2921,1092,1529,94,305,1895
9, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,USH00223605, , , , , , , , , , , , ,658,1331,1201,74,2027,630,234,180,216,467,188,813,1896
