"open","high","low","close","adjusted close","volume","dividend amount","split coefficient","dates"
349.85,350.3183,347.55,347.85,347.85,3497443,0,1,"2021-01-14"
348.11,350.06,347.32,349.03,349.03,3039926,0,1,"2021-01-13"
348.3,349.15,345.97,348.16,348.16,2291537,0,1,"2021-01-12"
347.36,349.82,347.202,348.13,348.13,2987858,0,1,"2021-01-11"
349.88,350.619,346.64,350.42,350.42,3758462,0,1,"2021-01-08"
345.74,349.2,345.54,348.46,348.46,3638857,0,1,"2021-01-07"
339.79,346.5,339.3,343.33,343.33,4804950,0,1,"2021-01-06"
338.4,342.39,338.39,341.26,341.26,3299716,0,1,"2021-01-05"
345.02,345.09,335.37,339.03,339.03,5402614,0,1,"2021-01-04"
341.82,344.37,341.23,343.69,343.69,3507320,0,1,"2020-12-31"
342.28,342.91,341.565,341.85,341.85,2009135,0,1,"2020-12-30"
343.63,343.77,340.87,341.39,341.39,2555542,0,1,"2020-12-29"
341.74,342.46,341.09,342.11,342.11,2761273,0,1,"2020-12-28"
338.37,339.18,337.77,339.16,339.16,1447667,0,1,"2020-12-24"
338.54,339.75,337.69,337.81,337.81,3682167,0,1,"2020-12-23"
338.47,338.55,336.47,337.54,337.54,2381325,1.3829,1,"2020-12-22"
336.83,340.38,334.11,339.59,338.204378046,3918085,0,1,"2020-12-21"
342.39,342.5,338.7,340.64,339.250093753,6025650,0,1,"2020-12-18"
341.77,342.25,340.96,342.01,340.614503771,2626995,0,1,"2020-12-17"
339.83,341.04,338.96,340.16,338.772052287,2943154,0,1,"2020-12-16"
337.64,339.64,336.24,339.64,338.254174032,2762601,0,1,"2020-12-15"
338.76,339.79,334.89,335.01,333.643065724,2654634,0,1,"2020-12-14"
335.31,336.8,333.77,336.55,335.176782094,2387889,0,1,"2020-12-11"
335.74,337.9999,334.842,336.98,335.605027574,2738559,0,1,"2020-12-10"
340.79,340.9329,336.26,337.14,335.764374729,2545788,0,1,"2020-12-09"
337.89,340.7,337.85,340.16,338.772052287,1948194,0,1,"2020-12-08"
339.07,339.63,337.91,339.18,337.79605096,1943081,0,1,"2020-12-07"
337.5045,339.84,337.45,339.81,338.423480384,2907285,0,1,"2020-12-04"
336.91,338.3,335.88,336.91,335.535313194,2851086,0,1,"2020-12-03"
335.22,337.11,334.65,337.01,335.634905166,2270336,0,1,"2020-12-02"
335.92,337.8,335.32,336.3,334.927802164,3181534,0,1,"2020-12-01"
333.4,333.63,330.04,332.64,331.282735985,4175707,0,1,"2020-11-30"
334.285,334.61,333.18,334.14,332.776615567,984710,0,1,"2020-11-27"
333.67,333.67,332.15,333.19,331.830491832,2256860,0,1,"2020-11-25"
331.02,334.25,330.1,333.74,332.378247678,2597519,0,1,"2020-11-24"
328.28,329.6,326.06,328.42,327.079954763,2222635,0,1,"2020-11-23"
328.41,328.658,326.4,326.49,325.157829701,3517557,0,1,"2020-11-20"
326.76,329.09,325.41,328.69,327.348853087,2962161,0,1,"2020-11-19"
331.63,332.14,327.29,327.32,325.98444307,2647827,0,1,"2020-11-18"
330.73,332.5,329.25,331.34,329.988040348,3052136,0,1,"2020-11-17"
331.65,333.12,330.405,333,331.641267085,3018755,0,1,"2020-11-16"
326.45,329.73,325.89,329.01,327.667547398,1998446,0,1,"2020-11-13"
326.74,327.44,322.73,324.6,323.275541428,2539783,0,1,"2020-11-12"
327.42,328.5,326.17,327.63,326.293178183,2773482,0,1,"2020-11-11"
324.77,326.3,322.06,325.34,324.012522022,4120821,0,1,"2020-11-10"
334.36,335.2,325.28,325.76,324.430808305,8097281,0,1,"2020-11-09"
321.44,322.92,319.425,321.75,320.437170224,3640619,0,1,"2020-11-06"
320.94,323.55,320.52,321.79,320.477007013,3950281,0,1,"2020-11-05"
313.19,319.65,312,315.61,314.322223137,5750173,0,1,"2020-11-04"
306.57,310.74,306.09,308.66,307.400581076,3378343,0,1,"2020-11-03"
303.37,305.31,300.63,303.31,302.072410569,4080396,0,1,"2020-11-02"
301.56,302.86,296.37,299.82,298.596650743,5892432,0,1,"2020-10-30"
300.32,306.25,298.69,303.23,301.992736991,5365171,0,1,"2020-10-29"
305.13,305.74,299.615,300.07,298.845630673,5650454,0,1,"2020-10-28"
312.18,312.47,310.5583,310.77,309.501971687,2196107,0,1,"2020-10-27"
314.31,315.08,308.36,311.8,310.527769,3335822,0,1,"2020-10-26"
317.84,317.84,315.24,317.65,316.353899368,1429454,0,1,"2020-10-23"
315.06,317.16,312.99,316.57,315.278306069,2362400,0,1,"2020-10-22"
315.41,317.5224,314.59,314.84,313.555364952,2607729,0,1,"2020-10-21"
315.48,318.67,314.7792,315.41,314.123039193,3066561,0,1,"2020-10-20"
320.3,320.89,313.33,314.17,312.888098739,2229583,0,1,"2020-10-19"
320.65,322.21,318.9,318.99,317.688431794,1669931,0,1,"2020-10-16"
315.71,319.7,315.2252,319.26,317.957330118,2487096,0,1,"2020-10-15"
322.22,323.3,318.93,319.64,318.335779612,1907791,0,1,"2020-10-14"
323.64,323.73,320.707,321.65,320.337578252,2229739,0,1,"2020-10-13"
321.14,325.222,320.66,323.72,322.399132074,2194283,0,1,"2020-10-12"
317.47,319.0999,316.85,318.58,317.280104708,2794077,0,1,"2020-10-09"
314.96,315.85,314.05,315.77,314.481570292,1731711,0,1,"2020-10-08"
310.6072,313.81,310.6,313,311.722872665,1707831,0,1,"2020-10-07"
312.25,314.32,307.1806,307.72,306.464416538,3389808,0,1,"2020-10-06"
308.69,312.29,308.69,312.08,310.806626522,2364454,0,1,"2020-10-05"
304.72,308.58,304.215,306.72,305.468496817,3125089,0,1,"2020-10-02"
310.16,311.11,307.76,309.6,308.336745614,3005650,0,1,"2020-10-01"
306.04,310.7499,305.85,307.65,306.394702158,4304504,0,1,"2020-09-30"
306.84,307.51,304.65,305.3,304.054290814,2307331,1.3085,1,"2020-09-29"
307.42,309.02,306.43,308.36,305.791199902,2437913,0,1,"2020-09-28"
297.575,304.04,296.72,303.28,300.75351896,2683969,0,1,"2020-09-25"
296.31,301.46,295.04,298.5,296.01333886,3130664,0,1,"2020-09-24"
305.28,305.55,297.17,297.68,295.200169889,2755784,0,1,"2020-09-23"
303.11,305.24,300.67,304.74,302.201356396,2741533,0,1,"2020-09-22"
300.47,301.75,296.83,301.69,299.176764491,4536837,0,1,"2020-09-21"
309.44,309.48,302.55,305,302.45919046,3421015,0,1,"2020-09-18"
306.48,310.27,305.96,308.59,306.019283882,2848323,0,1,"2020-09-17"
313.81,315.18,311.04,311.31,308.716624859,2316222,0,1,"2020-09-16"
313.47,314.26,311.52,312.57,309.9661284,2570928,0,1,"2020-09-15"
310.08,312.75,309.61,310.97,308.379457237,3056093,0,1,"2020-09-14"
308.55,309.59,304.17,306.98,304.422696024,3690254,0,1,"2020-09-11"
314.05,314.71,305.82,306.75,304.194612045,3588984,0,1,"2020-09-10"
310.145,314.66,309.29,312.21,309.609127389,3339835,0,1,"2020-09-09"
309.35,310.59,305.85,306.17,303.619443748,4278260,0,1,"2020-09-08"
317.77,319.6,306.9,314.82,312.197384723,5133935,0,1,"2020-09-04"
327.01,327.51,314.81,317.36,314.716225195,6891967,0,1,"2020-09-03"
325.94,329.67,324.78,328.74,326.001423842,5273074,0,1,"2020-09-02"
321.81,324.1,320.94,324.02,321.320743911,3010783,0,1,"2020-09-01"
321.98,322.83,320.8,321.02,318.34573548,5067980,0,1,"2020-08-31"
321.14,322.28,319.95,322.15,319.466321989,3538745,0,1,"2020-08-28"
320.22,321.5031,318.4695,320.07,317.403649477,2295927,0,1,"2020-08-27"
316.75,319.63,316.25,319.43,316.768981012,2605983,0,1,"2020-08-26"
315.69,316.26,314.5,316.2,313.565888601,2890833,0,1,"2020-08-25"
314.355,315.17,313.37,315.1,312.475052177,2349556,0,1,"2020-08-24"
310.4802,312.1,310.17,311.93,309.331459935,2316223,0,1,"2020-08-21"
308.11,311.27,308.02,310.82,308.230706816,2409269,0,1,"2020-08-20"
311.55,312.28,309.31,309.84,307.258870728,2498298,0,1,"2020-08-19"
310.93,311.55,309.28,311.16,308.567874438,2415819,0,1,"2020-08-18"
310.44,310.87,310.09,310.51,307.923289278,2157570,0,1,"2020-08-17"
309.15,310.02,308.34,309.51,306.931619801,2098031,0,1,"2020-08-14"
309.3,310.78,308.56,309.51,306.931619801,4074194,0,1,"2020-08-13"
308.25,310.81,308.2,310.04,307.457204624,2953661,0,1,"2020-08-12"
309.52,310.1156,305.07,305.85,303.302109515,3571230,0,1,"2020-08-11"
307.88,308.5,305.92,308.34,305.771366513,2118154,0,1,"2020-08-10"
306.23,307.6,305.3216,307.36,304.799530426,3319618,0,1,"2020-08-07"
304.58,307.29,304.25,307.2,304.640863309,4088158,0,1,"2020-08-06"
304.61,305.4,304.31,305.15,302.607940882,2620744,0,1,"2020-08-05"
301.22,303.26,301.22,303.26,300.73368557,2129215,0,1,"2020-08-04"
301.65,302.8222,301.13,301.99,299.474265334,3769021,0,1,"2020-08-03"
299.45,300.1,295.24,300.1,297.600010023,4460643,0,1,"2020-07-31"
295.74,298.06,293.67,297.61,295.130753026,2951740,0,1,"2020-07-30"
296,299.26,295.9,298.7,296.211672755,2370847,0,1,"2020-07-29"
296.18,297.33,294.79,295.13,292.671412723,3135561,0,1,"2020-07-28"
295.48,297.12,294.74,296.97,294.49608456,2253331,0,1,"2020-07-27"
294.86,295.81,293.3,294.82,292.363995185,2850971,0,1,"2020-07-24"
299.93,300.62,295.38,296.74,294.268000581,3487108,0,1,"2020-07-23"
298.22,300.56,298.11,300.33,297.828094003,4121139,0,1,"2020-07-22"
299.86,300.35,297.66,298.63,296.142255892,3655554,0,1,"2020-07-21"
295.33,298.68,294.6,298.01,295.527420816,2537064,0,1,"2020-07-20"
295.72,296.35,293.75,295.55,293.087913903,2244917,0,1,"2020-07-17"
293.8,295.11,293.15,294.77,292.314411711,3729551,0,1,"2020-07-16"
296.19,296.75,293.35,295.63,293.167247461,6582265,0,1,"2020-07-15"
287.79,293.32,286.63,293.03,290.588906821,4024306,0,1,"2020-07-14"
294.1,296.45,288.61,289.16,286.751145946,3644507,0,1,"2020-07-13"
288.72,292.01,287.34,291.8,289.369153365,2711122,0,1,"2020-07-10"
291.02,291.3,285.41,288.9,286.493311882,3154633,0,1,"2020-07-09"
289,290.55,287.29,290.38,287.960982707,2427311,0,1,"2020-07-08"
289.67,291.68,287.89,288.24,285.838810027,3406646,0,1,"2020-07-07"
290.67,291.58,289.9,291.26,288.833651847,3559825,0,1,"2020-07-06"
288.76,290.05,286.18,286.81,284.420722675,3653217,0,1,"2020-07-02"
284.37,286.51,283.95,285.37,282.992718628,3702659,0,1,"2020-07-01"
279.29,284.95,279.15,283.43,281.068879843,5199133,0,1,"2020-06-30"
276.89,279.72,274.72,279.7,277.369952694,3464598,1.4333,1,"2020-06-29"
282.72,282.92,276.52,277.11,273.400509975,4477820,0,1,"2020-06-26"
280.26,284.1,278.22,283.76,279.961490782,3891040,0,1,"2020-06-25"
286.08,286.7,278.97,280.79,277.031248226,4521951,0,1,"2020-06-24"
289.51,290.43,287.76,288.16,284.302590865,2497769,0,1,"2020-06-23"
284.35,287.19,283.26,286.86,283.019993113,2497735,0,1,"2020-06-22"
290.04,290.27,283.67,284.97,281.155293305,3477515,0,1,"2020-06-19"
284.97,287.12,284.55,286.66,282.822670382,2741870,0,1,"2020-06-18"
288.73,289.02,285.88,286.4,282.566150831,2648832,0,1,"2020-06-17"
290.05,290.2,282.83,287.72,283.868480856,5276413,0,1,"2020-06-16"
273.91,283.35,272.77,282.2,278.42237348,4411376,0,1,"2020-06-15"
283.35,284.15,274.5,279.65,275.906508659,6229840,0,1,"2020-06-12"
286.36,286.92,275.8,276.32,272.621085188,7719058,0,1,"2020-06-11"
295.53,296.39,292.59,293.22,289.29485596,5590473,0,1,"2020-06-10"
294.49,296.39,293.63,295.06,291.110225085,4680423,0,1,"2020-06-09"
294.43,297.32,293.88,297.17,293.191979897,5552820,0,1,"2020-06-08"
291.63,295.38,291.61,293.61,289.679635285,6013481,0,1,"2020-06-05"
286,287.75,284.2,286.29,282.457623329,3813397,0,1,"2020-06-04"
285.2,287.93,284.93,287.02,283.177851298,5502257,0,1,"2020-06-03"
281.79,283.28,280.46,283.28,279.487916227,4332176,0,1,"2020-06-02"
279.07,281.49,278.57,280.97,277.208838684,3888184,0,1,"2020-06-01"
278.03,280.35,275.36,279.75,276.005170025,7048743,0,1,"2020-05-29"
280.03,282.04,277.81,278.5,274.771902956,4630614,0,1,"2020-05-28"
277.78,279.05,272.86,279.05,275.314540466,5144502,0,1,"2020-05-27"
277.53,277.74,274.55,275.04,271.358219709,4904172,0,1,"2020-05-26"
270.76,271.72,269.5,271.55,267.914938053,2294862,0,1,"2020-05-22"
272.8,273.59,269.95,270.94,267.313103723,3575984,0,1,"2020-05-21"
271.92,273.79,271.69,272.9,269.246866487,4881047,0,1,"2020-05-20"
270.61,272.25,268.34,268.52,264.925498678,4906021,0,1,"2020-05-19"
269.32,272.7,269.06,271.08,267.451229635,6756396,0,1,"2020-05-18"
259.54,263.11,258.56,263.04,259.518855847,3385864,0,1,"2020-05-15"
256.33,262,253.97,261.86,258.354651734,7725639,0,1,"2020-05-14"
262.87,263.9,256.36,258.74,255.27641713,5599664,0,1,"2020-05-13"
269.98,270.4,263.33,263.41,259.8839029,5136343,0,1,"2020-05-12"
266.78,270.2,266.43,268.82,265.221482774,3463511,0,1,"2020-05-11"
267.53,269.14,266.38,268.78,265.182018228,3205471,0,1,"2020-05-08"
264.45,266.3,263.9,264.36,260.821185872,3397249,0,1,"2020-05-07"
264.71,265.11,261.14,261.27,257.772549678,3013578,0,1,"2020-05-06"
263.45,265.81,262.6,263.04,259.518855847,4424876,0,1,"2020-05-05"
257.92,260.9,256.53,260.64,257.150983075,4119615,0,1,"2020-05-04"
262.14,262.85,258.74,259.82,256.341959878,4789519,0,1,"2020-05-01"
268.08,268.58,265.23,267.1,263.524507287,7361081,0,1,"2020-04-30"
267.98,271,266.91,269.45,265.843049377,6756461,0,1,"2020-04-29"
267.48,267.79,262.3,262.68,259.163674932,5836500,0,1,"2020-04-28"
262.01,264.91,261.57,263.9,260.367343591,3886145,0,1,"2020-04-27"
258,260.7,255.94,260.14,256.657676248,4768180,0,1,"2020-04-24"
257.75,260.9,256.2,256.42,252.98747345,7632248,0,1,"2020-04-23"
255.83,258.23,254.48,256.47,253.036804133,5626265,0,1,"2020-04-22"
254.25,255.49,250,250.95,247.590696757,6510095,0,1,"2020-04-21"
259.65,263.1,258.58,258.86,255.394810769,6481640,0,1,"2020-04-20"
262.31,264,259.5,263.61,260.081225631,6737133,0,1,"2020-04-17"
256.51,257.3,253.4,256.53,253.096000953,5880497,0,1,"2020-04-16"
255.08,256.9,253.11,255.24,251.823269337,4877384,0,1,"2020-04-15"
258.24,261.63,257.21,260.92,257.427234899,6621378,0,1,"2020-04-14"
254.64,254.95,249.38,253.19,249.800711344,7657728,0,1,"2020-04-13"
255.12,258.39,253.14,255.67,252.247513209,8807341,0,1,"2020-04-09"
246.24,253.05,244.05,251.93,248.557578139,6936416,0,1,"2020-04-08"
251.92,252.8,243.46,243.66,240.398283211,12870939,0,1,"2020-04-07"
236.96,245.3,235.93,243.53,240.270023436,7577273,0,1,"2020-04-06"
230.43,232.71,225.34,228.02,224.967645645,5489369,0,1,"2020-04-03"
225.33,232.18,224.72,231.44,228.341864345,6504976,0,1,"2020-04-02"
227.92,231.05,224.13,226.15,223.122678109,13684479,0,1,"2020-04-01"
239.45,241.94,235.44,236.82,233.64984581,10333592,0,1,"2020-03-31"
234.92,241.1,232.97,240.39,237.172056559,8705638,0,1,"2020-03-30"
232.7,239.64,230.66,232.86,229.742855735,11167600,0,1,"2020-03-27"
229.27,241.44,228.85,240.24,237.02406451,12370849,0,1,"2020-03-26"
225,235.51,220.32,226.62,223.586386527,11855990,0,1,"2020-03-25"
216.39,224.3,214.83,223.75,220.754805337,13105547,0,1,"2020-03-24"
209.63,210.78,200.55,204.27,201.535571335,14088347,0,1,"2020-03-23"
222.8,224.56,210.05,210.74,207.918961684,11519005,0,1,"2020-03-20"
218.43,226,212.11,220.34,217.390452773,12386635,0,1,"2020-03-19"
216.08,224.74,208.31,220.15,217.202996179,20087629,0,1,"2020-03-18"
223.75,233.95,216.6,232.88,229.762588009,15058905,0,1,"2020-03-17"
222.85,234.77,218.14,218.57,215.644146603,17190037,0,1,"2020-03-16"
240.66,247.78,228.1,247.64,244.325005558,19523200,0,1,"2020-03-13"
234.94,243.68,225.81,226.48,223.448260616,24552548,0,1,"2020-03-12"
256.66,257.72,247.62,250.73,247.373641753,11461212,0,1,"2020-03-11"
260.48,263.81,250,263.81,260.278548362,10843545,1.178,1,"2020-03-10"
253.89,260.99,251.15,252.11,247.629420304,16341386,0,1,"2020-03-09"
269.32,274.46,266.6,273.19,268.33477979,6668500,0,1,"2020-03-06"
280.3,283.41,275.61,277.85,272.911960777,6188657,0,1,"2020-03-05"
281.23,287.65,278.7,287.48,282.370813332,5244489,0,1,"2020-03-04"
284.34,288.32,273.36,276.04,271.134128677,9766553,0,1,"2020-03-03"
274,284.04,270.49,283.87,278.824971408,12393798,0,1,"2020-03-02"
265.32,272.92,262.25,271.74,266.910549655,23179559,0,1,"2020-02-28"
280.57,284.48,273.36,273.39,268.531225326,14860210,0,1,"2020-02-27"
288.61,292.28,285.48,286.07,280.985872303,10233177,0,1,"2020-02-26"
297.73,298.23,286.36,287.34,282.233301456,8438054,0,1,"2020-02-25"
296.96,299.38,295.17,296.24,290.975127805,7077745,0,1,"2020-02-24"
308.3,308.58,305.62,306.49,301.042961521,2678028,0,1,"2020-02-21"
310.35,311.19,306.67,309.7,304.195912372,4608312,0,1,"2020-02-20"
310.42,311.59,310.12,310.92,305.394230141,2245319,0,1,"2020-02-19"
309.24,309.82,308.03,309.43,303.930710899,3000061,0,1,"2020-02-18"
310.11,310.33,309,310.28,304.765604426,1636993,0,1,"2020-02-14"
308.6,310.72,308.36,309.76,304.254846033,2038596,0,1,"2020-02-13"
309.56,310.27,309.17,310.06,304.549514337,2073200,0,1,"2020-02-12"
308.93,309.69,307.61,308.08,302.604703531,2435906,0,1,"2020-02-11"
304.39,307.56,304.35,307.52,302.054656031,2238665,0,1,"2020-02-10"
305.83,306.59,304.74,305.33,299.903577412,2248957,0,1,"2020-02-07"
306.8,307.08,305.81,306.89,301.435852593,1916267,0,1,"2020-02-06"
305.4,306.08,303.87,305.85,300.414335806,3045816,0,1,"2020-02-05"
301.5,303.23,301.16,302.43,297.055117142,2284256,0,1,"2020-02-04"
297.12,299.67,297.03,297.84,292.546692092,3252608,0,1,"2020-02-03"
300.44,300.6,294.72,295.69,290.434902581,6182968,0,1,"2020-01-31"
298.04,301.29,297.3,301.09,295.738932051,4406905,0,1,"2020-01-30"
301.78,301.94,299.92,300.15,294.815638032,2736055,0,1,"2020-01-29"
298.7,301.22,298.22,300.45,295.110306336,3457290,0,1,"2020-01-28"
296.84,298.73,296.45,297.23,291.947533208,4272055,0,1,"2020-01-27"
305.42,305.52,300.81,302.03,296.66222607,3447467,0,1,"2020-01-24"
303.84,304.97,302.66,304.81,299.392819019,2669164,0,1,"2020-01-23"
305.31,305.92,304.32,304.51,299.098150715,2743078,0,1,"2020-01-22"
304.08,305.22,304,304.43,299.019572501,2750347,0,1,"2020-01-21"
304.77,305.2,304.2,305.06,299.638375939,2217975,0,1,"2020-01-17"
302.94,304.04,302.71,304.03,298.626681429,2559867,0,1,"2020-01-16"
300.81,302.3,300.69,301.51,296.151467676,2815330,0,1,"2020-01-15"
300.89,301.91,300.32,300.84,295.493375131,2620107,0,1,"2020-01-14"
299.91,301.32,299.48,301.24,295.886266203,2727605,0,1,"2020-01-13"
300.74,300.86,298.79,299.26,293.941455397,3666750,0,1,"2020-01-10"
299.73,300.19,299.09,300.12,294.786171202,2168455,0,1,"2020-01-09"
296.71,299.31,296.47,298.06,292.762782182,3719513,0,1,"2020-01-08"
296.82,297.27,296.06,296.53,291.259973832,2252161,0,1,"2020-01-07"
294.42,297.42,294.35,297.35,292.065400529,2776901,0,1,"2020-01-06"
295.22,297.36,295.04,296.24,290.975127805,3247891,0,1,"2020-01-03"
297.29,298.45,296.34,298.42,293.116384146,3140493,0,1,"2020-01-02"
294.53,295.99,294.17,295.8,290.542947626,2512714,0,1,"2019-12-31"
296.75,296.84,294.51,295.04,289.796454589,2345515,0,1,"2019-12-30"
297.51,297.51,296.15,296.67,291.397485707,2225325,0,1,"2019-12-27"
295.56,296.69,295.52,296.67,291.397485707,2390284,0,1,"2019-12-26"
295.36,295.4,294.85,295.16,289.914321911,1305896,0,1,"2019-12-24"
295.49,295.53,294.99,295.16,289.914321911,2325151,1.429,1,"2019-12-23"
295.89,296.76,295.78,296.3,289.6318258,4985628,0,1,"2019-12-20"
293.78,294.88,293.75,294.8,288.16558301,2331590,0,1,"2019-12-19"
294.02,294.22,293.57,293.58,286.973038874,3294019,0,1,"2019-12-18"
293.99,294.19,293.5,293.56,286.95348897,3658228,0,1,"2019-12-17"
293.26,294.11,293.22,293.5,286.894839258,3141758,0,1,"2019-12-16"
291.09,292.76,290.3,291.44,284.88119916,3519603,0,1,"2019-12-13"
288.85,292.1,288.61,291.33,284.773674689,3271841,0,1,"2019-12-12"
288.45,289.08,288.08,288.79,282.290836898,1825172,0,1,"2019-12-11"
288.31,288.94,287.35,288.04,281.557715503,1822726,0,1,"2019-12-10"
288.87,289.52,288.27,288.31,281.821639205,1478905,0,1,"2019-12-09"
288.58,289.65,288.55,289.19,282.681834975,1609482,0,1,"2019-12-06"
286.83,286.83,285.29,286.64,280.189222232,1596961,0,1,"2019-12-05"
285.41,286.7,285.07,286.11,279.671149779,3188798,0,1,"2019-12-04"
283.52,284.43,282.1,284.29,277.892108527,3246708,0,1,"2019-12-03"
289.03,289.03,285.84,286.3,279.856873866,4417180,0,1,"2019-12-02"
289.25,289.48,288.48,288.65,282.153987571,1988460,0,1,"2019-11-29"
289.06,289.78,288.76,289.76,283.239007235,1631334,0,1,"2019-11-27"
287.91,288.68,287.57,288.4,281.909613772,1796549,0,1,"2019-11-26"
286.6,287.84,286.57,287.82,281.34266656,2045090,0,1,"2019-11-25"
285.75,285.86,284.6,285.65,279.22150199,1266917,0,1,"2019-11-22"
285.52,285.64,284.17,285.02,278.605680019,2309884,0,1,"2019-11-21"
285.91,286.42,283.89,285.46,279.035777904,2818033,0,1,"2019-11-20"
287.24,287.24,285.88,286.47,280.023048049,3297457,0,1,"2019-11-19"
286.18,286.85,285.71,286.61,280.159897376,2288241,0,1,"2019-11-18"
285.64,286.43,285,286.43,279.983948241,1892508,0,1,"2019-11-15"
283.64,284.4,282.99,284.31,277.911658431,2244526,0,1,"2019-11-14"
282.83,284.32,282.59,283.93,277.540210258,1725419,0,1,"2019-11-13"
283.58,284.72,283.03,283.81,277.422910835,1726362,0,1,"2019-11-12"
282.43,283.37,282.24,283.25,276.875513526,1125761,0,1,"2019-11-11"
282.74,283.8,282,283.8,277.413135883,2329582,0,1,"2019-11-08"
283.46,284.23,282.58,283.11,276.738664199,2693313,0,1,"2019-11-07"
282.04,282.34,281.12,282.11,275.761169006,1457574,0,1,"2019-11-06"
282.58,282.82,281.71,281.96,275.614544727,3002411,0,1,"2019-11-05"
282.79,282.9,281.96,282.32,275.966442996,3797801,0,1,"2019-11-04"
280.05,281.21,279.91,281.2,274.87164838,2367874,0,1,"2019-11-01"
279.35,279.35,277.15,278.55,272.281286117,2312685,0,1,"2019-10-31"
278.69,279.69,277.38,279.45,273.161031791,1818128,0,1,"2019-10-30"
278.32,279.43,278.18,278.47,272.203086502,1599601,0,1,"2019-10-29"
278.22,279.07,278.22,278.65,272.379035637,1753157,0,1,"2019-10-28"
275.33,277.54,275.28,277.04,270.805268375,5501203,0,1,"2019-10-25"
276.38,276.51,275.05,275.89,269.681148903,2222066,0,1,"2019-10-24"
274.41,275.48,274.18,275.44,269.241276066,1296832,0,1,"2019-10-23"
276.09,276.33,274.52,274.63,268.449504959,1602448,0,1,"2019-10-22"
275.05,275.72,274.57,275.6,269.397675297,3018321,0,1,"2019-10-21"
274.36,274.97,272.81,273.69,267.530659478,1154895,0,1,"2019-10-18"
275.24,275.72,274.19,274.82,268.635229046,3102314,0,1,"2019-10-17"
274.07,274.73,273.62,274.08,267.911882603,1152897,0,1,"2019-10-16"
272.87,275.25,272.77,274.51,268.332205536,1791654,0,1,"2019-10-15"
271.79,272.45,271.48,271.88,265.761393177,1215708,0,1,"2019-10-14"
272.1,274.35,271.94,272.13,266.005766976,2810997,0,1,"2019-10-11"
267.42,270.2,267.25,269.32,263.259005482,1555284,0,1,"2019-10-10"
267.04,268.44,266.39,267.5,261.47996423,1924355,0,1,"2019-10-09"
267.28,268.02,264.96,265.03,259.065551103,2159139,0,1,"2019-10-08"
269.56,271.16,268.9,269.21,263.151481011,1826967,0,1,"2019-10-07"
267.45,270.56,267.36,270.37,264.285375435,1908821,0,1,"2019-10-04"
264.35,266.73,261.59,266.67,260.66864322,2992645,0,1,"2019-10-03"
267.73,267.73,263.25,264.57,258.615903314,4465628,0,1,"2019-10-02"
273.44,274.08,269.09,269.32,263.259005482,3728498,0,1,"2019-10-01"
271.82,273.27,271.79,272.6,266.465189717,2736176,0,1,"2019-09-30"
273.56,273.59,269.72,271.26,265.155346158,2838430,0,1,"2019-09-27"
273.34,273.55,271.35,272.79,266.650913803,2355198,1.3014,1,"2019-09-26"
273.08,275.08,271.6,274.63,267.174892966,2649524,0,1,"2019-09-25"
276.31,276.68,272.06,272.96,265.550226792,5126188,0,1,"2019-09-24"
274.59,275.9,274.33,275.24,267.768333903,1288348,0,1,"2019-09-23"
277.18,277.41,274.5,275.05,267.583491644,2061996,0,1,"2019-09-20"
277,277.98,276.23,276.53,269.023315559,2269251,0,1,"2019-09-19"
276,276.68,273.95,276.59,269.081686798,2030208,0,1,"2019-09-18"
275.46,276.48,275.34,276.42,268.916301619,1790871,0,1,"2019-09-17"
275.38,276.1,275.04,275.67,268.186661122,1432293,0,1,"2019-09-16"
277.21,277.54,276.15,276.58,269.071958258,2292208,0,1,"2019-09-13"
276.71,277.8,275.94,276.65,269.140058038,2431023,0,1,"2019-09-12"
274.15,275.84,273.5,275.84,268.352046301,2075595,0,1,"2019-09-11"
273.11,273.88,271.87,273.87,266.435523929,1869955,0,1,"2019-09-10"
274.8,274.83,272.96,273.81,266.377152689,2158474,0,1,"2019-09-09"
273.93,274.39,273.19,273.74,266.309052909,1890887,0,1,"2019-09-06"
272.57,274.44,272.46,273.54,266.11448211,1756647,0,1,"2019-09-05"
269.25,270.06,268.48,269.97,262.641393344,1486501,0,1,"2019-09-04"
266.83,267.8,265.68,267.11,259.859030915,3368558,0,1,"2019-09-03"
270.15,270.21,267.66,268.6,261.308583369,4209570,0,1,"2019-08-30"
267.91,269.23,266.9,268.71,261.415597309,3129402,0,1,"2019-08-29"
262.73,265.45,262,265.26,258.059251022,3124685,0,1,"2019-08-28"
265.92,266.26,262.71,263.43,256.278928209,2491178,0,1,"2019-08-27"
263.81,264.47,262.27,264.47,257.290696365,2272271,0,1,"2019-08-26"
267.19,268.84,260.33,261.57,254.469419776,4216363,0,1,"2019-08-23"
269.28,269.91,266.7,268.46,261.172383809,1886585,0,1,"2019-08-22"
268.58,268.93,267.92,268.56,261.269669209,2012417,0,1,"2019-08-21"
267.98,268.49,266.29,266.4,259.168304577,1865144,0,1,"2019-08-20"
268.36,269.14,267.64,268.48,261.191840889,1431401,0,1,"2019-08-19"
263.07,265.68,263.02,265.22,258.020336862,2433959,0,1,"2019-08-16"
261.62,262.27,259.34,261.39,254.294306057,2783321,0,1,"2019-08-15"
264.56,265.15,260.57,260.57,253.49656578,4354779,0,1,"2019-08-14"
