"Ticker.Symbol","Period.Ending","Accounts.Payable","Accounts.Receivable","Add.l.income.expense.items","After.Tax.ROE","Capital.Expenditures","Capital.Surplus","Cash.Ratio","Cash.and.Cash.Equivalents","Changes.in.Inventories","Common.Stocks","Cost.of.Revenue","Current.Ratio","Deferred.Asset.Charges","Deferred.Liability.Charges","Depreciation","Earnings.Before.Interest.and.Tax","Earnings.Before.Tax","Effect.of.Exchange.Rate","Equity.Earnings.Loss.Unconsolidated.Subsidiary","Fixed.Assets","Goodwill","Gross.Margin","Gross.Profit","Income.Tax","Intangible.Assets","Interest.Expense","Inventory","Investments","Liabilities","Long.Term.Debt","Long.Term.Investments","Minority.Interest","Misc..Stocks","Net.Borrowings","Net.Cash.Flow","Net.Cash.Flow.Operating","Net.Cash.Flows.Financing","Net.Cash.Flows.Investing","Net.Income","Net.Income.Adjustments","Net.Income.Applicable.to.Common.Shareholders","Net.Income.Cont..Operations","Net.Receivables","Non.Recurring.Items","Operating.Income","Operating.Margin","Other.Assets","Other.Current.Assets","Other.Current.Liabilities","Other.Equity","Other.Financing.Activities","Other.Investing.Activities","Other.Liabilities","Other.Operating.Activities","Other.Operating.Items","Pre.Tax.Margin","Pre.Tax.ROE","Profit.Margin","Quick.Ratio","Research.and.Development","Retained.Earnings","Sale.and.Purchase.of.Stock","Sales..General.and.Admin.","Short.Term.Debt...Current.Portion.of.Long.Term.Debt","Short.Term.Investments","Total.Assets","Total.Current.Assets","Total.Current.Liabilities","Total.Equity","Total.Liabilities","Total.Liabilities...Equity","Total.Revenue","Treasury.Stock","For.Year","Earnings.Per.Share","Estimated.Shares.Outstanding"
"ADM","12/31/13",1.4135e+10,2.96e+08,1.55e+08,7,-9.13e+08,0,48,7.082e+09,2.541e+09,6.136e+09,8.5915e+10,182,0,1.448e+09,9.09e+08,2.437e+09,2.024e+09,0,4.11e+08,1.0137e+10,0,4,3.889e+09,6.7e+08,5.61e+08,4.13e+08,1.1441e+10,1.04e+08,1.91e+08,5.347e+09,4.046e+09,3.8e+07,0,-2.713e+09,1.407e+09,5.226e+09,-3.242e+09,-5.77e+08,1.342e+09,3e+07,1.342e+09,1.753e+09,3.224e+09,2.59e+08,1.871e+09,2,4.78e+08,6.35e+09,0,-5.7e+07,7.3e+07,2.32e+08,1.105e+09,-9.5e+07,0,2,10,1,109,0,1.4077e+10,-1.01e+08,1.759e+09,1.523e+09,4.33e+08,4.3752e+10,2.853e+10,1.5658e+10,2.0156e+10,2.3558e+10,4.3714e+10,8.9804e+10,0,2013,2.03,661083743.8
"ADM","12/31/14",1.524e+10,4.25e+08,3.39e+08,11,-8.94e+08,0,42,5.976e+09,1.274e+09,5.115e+09,7.6433e+10,167,0,1.662e+09,8.94e+08,3.467e+09,3.13e+09,0,3.72e+08,9.851e+09,0,6,4.768e+09,8.77e+08,3.392e+09,3.37e+08,9.374e+09,-1.05e+08,1.276e+09,5.528e+09,4.377e+09,5.5e+07,0,-1.708e+09,-2.022e+09,4.962e+09,-3.577e+09,-3.407e+09,2.248e+09,-4.45e+08,2.248e+09,2.62e+09,2.704e+09,1.05e+08,2.756e+09,3,3.49e+08,7.459e+09,2.3e+08,-1.241e+09,9.5e+07,-2.408e+09,1.575e+09,-7.15e+08,0,4,16,3,107,0,1.5701e+10,-1.34e+09,1.907e+09,1.32e+08,5.15e+08,4.3997e+10,2.6028e+10,1.5602e+10,1.9575e+10,2.4367e+10,4.3942e+10,8.1201e+10,0,2014,3.44,653488372.1
"ADM","12/31/15",1.3407e+10,9.13e+08,3.92e+08,10,-1.125e+09,0,49,6.124e+09,8.72e+08,3.18e+09,6.3682e+10,162,0,1.563e+09,8.82e+08,2.592e+09,2.284e+09,0,3.9e+08,9.853e+09,0,6,4.02e+09,4.38e+08,3.688e+09,3.08e+08,8.243e+09,3.5e+07,-1.693e+09,5.779e+09,4.34e+09,1.6e+07,0,2.4e+08,-1.89e+08,2.481e+09,-2.649e+09,-2.1e+07,1.849e+09,-4.96e+08,1.849e+09,2.239e+09,1.738e+09,2e+08,1.81e+09,3,4.47e+08,5.286e+09,0,-2.146e+09,-1.62e+08,1.069e+09,1.395e+09,1.57e+08,0,3,13,3,101,0,1.6865e+10,-2.04e+09,2.01e+09,9.8e+07,4.38e+08,4.0157e+10,2.1829e+10,1.3505e+10,1.7899e+10,2.2242e+10,4.0141e+10,6.7702e+10,0,2015,2.99,618394648.8
"ADS","12/31/12",490095000,-49219000,0,80,-116455000,1454230000,28,1386042000,0,950000,2392091000,181,30027000,471092000,274263000,974364000,682904000,5280000,0,253028000,1751053000,34,1249299000,260648000,582874000,291460000,0,-1389770000,90743000,4708486000,0,0,0,2334253000,677139000,1134190000,2209019000,-2671350000,422256000,438242000,422256000,422256000,7575052000,0,974364000,27,251014000,171049000,2265359000,-21861000,-22000,-1165125000,1259297000,-42095000,166876000,19,129,12,181,0,1553260000,-105144000,108059000,2277323000,0,12000139000,9132143000,5032777000,528487000,11471652000,12000139000,3641390000,-2458092000,2012,8.44,50030331.75
"ADS","12/31/13",472326000,-33414000,0,58,-135376000,1512752000,33,1480171000,0,983000,2894917000,230,2454000,446505000,307288000,1098912000,793412000,-11758000,0,299188000,1735703000,33,1424146000,297242000,460404000,305500000,0,-1453163000,5520000,6002708000,0,0,0,928674000,76470000,1003492000,704152000,-1619416000,496170000,447854000,496170000,496170000,8680730000,0,1098912000,25,345666000,239941000,2650683000,-18227000,-22000,-30877000,1426785000,-219926000,216119000,18,93,11,230,0,2049430000,-216995000,109115000,1389489000,0,13244257000,10400842000,4512498000,855761000,12388496000,13244257000,4319063000,-2689177000,2013,10.09,49174430.13
"ADS","12/31/14",914058000,-156003000,0,21,-158694000,2905563000,25,1597492000,0,1117000,3643979000,219,164000,856982000,349810000,1098467000,837941000,-15854000,0,559628000,3865484000,31,1658961000,321801000,1515994000,260526000,0,-2379208000,188052000,8134248000,0,0,235566000,3808137000,107330000,1344159000,3516146000,-4737121000,506293000,590220000,506293000,506293000,11635875000,0,1098467000,21,507931000,581409000,4124511000,-75453000,-1476000,-2199219000,2335318000,-144060000,313082000,16,35,10,219,0,2540948000,-269555000,247412000,1266914000,0,20263977000,13814776000,6305483000,2396380000,17867597000,20263977000,5302940000,-2975795000,2014,8.72,58061123.85
"ADS","12/31/15",1010619000,8307000,0,30,-191683000,2981041000,25,1624601000,0,1121000,4482700000,254,617000,777420000,524467000,1261860000,931676000,-25309000,0,576706000,3814078000,30,1957046000,326248000,1203745000,330184000,0,-2899032000,98026000,10136018000,0,0,167377000,3009130000,90885000,1705841000,1772901000,-3362548000,596541000,638239000,596541000,596541000,14052456000,0,1261860000,20,576267000,573360000,3975291000,-137251000,-205928000,-271833000,2925426000,-168626000,492140000,14,46,9,254,0,3092464000,-1020923000,203046000,1419649000,0,22421830000,16250417000,6405559000,2010030000,20411800000,22421830000,6439746000,-3927345000,2015,8.91,66951851.85
"ADSK","1/31/13",396700000,-98100000,0,12,-56400000,0,187,1612200000,0,1449800000,238500000,245,122800000,187600000,127800000,3.1e+08,3.1e+08,2e+06,0,114900000,871500000,90,2073700000,62600000,7.6e+07,0,0,-3e+08,8.5e+07,745600000,411100000,0,0,745600000,455300000,559100000,541400000,-647200000,247400000,1.94e+08,247400000,247400000,537300000,43900000,305900000,13,159700000,60800000,6.47e+08,-5700000,-6100000,-290800000,288300000,3e+06,42100000,13,15,11,245,6e+08,599100000,-2.11e+08,1081800000,0,342100000,4308400000,2552400000,1043700000,2043200000,2265200000,4308400000,2312200000,0,2013,1.09,226972477.1
"ADSK","1/31/14",375300000,72300000,0,10,-64200000,0,212,1.853e+09,0,1637300000,274300000,265,131100000,204400000,128900000,284800000,279900000,-2200000,0,130300000,1009900000,88,1999600000,51100000,63100000,4900000,0,64900000,46400000,746400000,277300000,0,0,0,240800000,563500000,-126500000,-1.94e+08,228800000,70400000,228800000,228800000,480500000,12800000,284800000,13,148300000,87400000,696200000,-6e+05,-24600000,-194700000,311200000,16700000,36500000,12,12,10,265,611100000,624800000,-1.11e+08,1054400000,0,414100000,4.595e+09,2.835e+09,1071500000,2261500000,2333500000,4.595e+09,2273900000,0,2014,1.02,224313725.5
"ADSK","1/31/15",499300000,-17300000,0,4,-75500000,0,145,1410600000,0,1773100000,342100000,191,1e+08,256300000,145900000,120700000,8.3e+07,-5e+06,0,159200000,1456200000,86,2170100000,1200000,86500000,37700000,0,-196100000,3.76e+08,743100000,2.73e+08,0,0,0,-442400000,708100000,-239900000,-905600000,81800000,165600000,81800000,81800000,5.44e+08,3100000,120700000,5,163500000,100900000,900800000,-53300000,-43400000,-6.34e+08,2.91e+08,-43900000,39800000,3,4,3,191,725200000,499400000,-1.97e+08,1281300000,0,615800000,4909700000,2671300000,1400100000,2219200000,2690500000,4909700000,2512200000,0,2015,0.36,227222222.2
"ADSK","1/31/16",522100000,-195500000,0,20,-72400000,0,141,1.353e+09,0,1821500000,370700000,188,9200000,5.18e+08,145800000,1300000,-20300000,-5300000,0,169300000,1.535e+09,85,2133400000,310200000,70800000,21600000,0,-544100000,385400000,1487700000,532300000,0,0,748300000,-57600000,4.14e+08,343200000,-809500000,-330500000,408100000,-330500000,-330500000,653600000,0,1300000,0,205600000,88600000,1068900000,-121100000,-57900000,-1.93e+08,2.99e+08,7e+05,33200000,1,1,13,188,7.9e+08,-80800000,-347200000,1308900000,0,897900000,5515300000,2993100000,1.591e+09,1619600000,3895700000,5515300000,2504100000,0,2016,-1.46,226369863
"AEE","12/31/12",6.71e+08,3e+07,3.3e+07,15,-1.063e+09,5.616e+09,7,1.84e+08,-2.8e+07,2e+06,3.477e+09,134,0,3.899e+09,7.36e+08,1.221e+09,8.29e+08,0,0,1.5348e+10,4.11e+08,40,2.304e+09,3.07e+08,1.4e+07,3.92e+08,5.7e+08,-1.9e+07,-5.6e+07,5.802e+09,4.08e+08,1.51e+08,0,-2.6e+07,-4.6e+07,1.69e+09,-4.26e+08,-1.31e+09,-9.74e+08,2.025e+09,-9.74e+08,5.22e+08,8.86e+08,0,1.188e+09,21,2.453e+09,1.956e+09,1.568e+09,-8e+06,-1.2e+07,-2.28e+08,3.076e+09,-4.3e+07,6.73e+08,14,13,17,113,0,1.006e+09,-1.6e+07,4.43e+08,4.47e+08,0,2.223e+10,3.596e+09,2.686e+09,6.616e+09,1.5614e+10,2.223e+10,5.781e+09,0,2012,-4.01,242892768.1
"AEE","12/31/13",9.47e+08,-6e+07,4.3e+07,5,-1.379e+09,5.632e+09,1,3e+07,6e+07,2e+06,3.49e+09,80,0,3.851e+09,7.61e+08,1.227e+09,8.29e+08,0,0,1.6205e+10,4.11e+08,40,2.348e+09,3.11e+08,0,3.98e+08,5.26e+08,-1.7e+07,-1.56e+08,5.504e+09,4.94e+08,1.42e+08,0,2.47e+08,-1.79e+08,1.693e+09,-1.49e+08,-1.723e+09,2.95e+08,7.03e+08,2.95e+08,5.18e+08,1.01e+09,0,1.184e+09,20,1.96e+09,4.06e+08,6.12e+08,3e+06,-2e+06,-3.27e+08,2.54e+09,9e+07,7.06e+08,14,13,5,59,0,9.07e+08,-2e+06,4.58e+08,9.02e+08,0,2.1042e+10,1.972e+09,2.461e+09,6.544e+09,1.4498e+10,2.1042e+10,5.838e+09,0,2013,1.19,247899159.7
"AEE","12/31/14",8.42e+08,3.1e+07,5.7e+07,9,-1.785e+09,5.617e+09,0,5e+06,3e+06,2e+06,3.586e+09,75,0,4.149e+09,8.13e+08,1.311e+09,9.7e+08,0,0,1.7424e+10,4.11e+08,41,2.467e+09,3.77e+08,0,3.41e+08,5.24e+08,-8e+06,-7.2e+07,6.085e+09,5.49e+08,1.42e+08,0,5.47e+08,-2.5e+07,1.551e+09,1.41e+08,-1.717e+09,5.92e+08,4.13e+08,5.92e+08,5.93e+08,7.69e+08,0,1.254e+09,21,2.211e+09,3.96e+08,5.73e+08,-9e+06,-1e+07,7.6e+07,2.951e+09,-2.29e+08,7.45e+08,16,14,10,52,0,1.103e+09,-1.1e+07,4.68e+08,8.34e+08,0,2.2289e+10,1.694e+09,2.249e+09,6.713e+09,1.5576e+10,2.2289e+10,6.053e+09,0,2014,2.42,244628099.2
"AEE","12/31/15",9.09e+08,8.3e+07,4.4e+07,9,-1.917e+09,5.616e+09,14,2.92e+08,-1.4e+07,2e+06,3.501e+09,92,0,4.476e+09,8.96e+08,1.303e+09,9.48e+08,0,0,1.8799e+10,4.11e+08,43,2.597e+09,3.63e+08,0,3.55e+08,5.38e+08,-2e+06,-9.1e+07,6.88e+09,5.56e+08,1.42e+08,0,6.64e+08,2.87e+08,2.017e+09,2.46e+08,-1.976e+09,6.36e+08,3.67e+08,6.36e+08,5.85e+08,7.25e+08,0,1.259e+09,21,1.957e+09,3.62e+08,4.88e+08,-3e+06,-1e+07,-5.7e+07,3.103e+09,1.4e+08,7.96e+08,16,14,10,66,0,1.331e+09,-1.2e+07,5.42e+08,6.96e+08,0,2.364e+10,1.917e+09,2.093e+09,6.946e+09,1.6694e+10,2.364e+10,6.098e+09,0,2015,2.6,244615384.6
"AEP","12/31/12",2.185e+09,-1.6e+07,1.54e+08,8,-3.025e+09,6.049e+09,10,3.55e+08,-2.24e+08,3.289e+09,6.395e+09,67,1.627e+09,1.0406e+10,1.918e+09,2.81e+09,1.822e+09,0,4.4e+07,3.8763e+10,9.1e+07,57,8.55e+09,6.04e+08,0,9.88e+08,1.519e+09,-1.8e+08,1.91e+08,1.5586e+10,2.074e+09,0,0,4.73e+08,5.8e+07,3.804e+09,-3.55e+08,-3.391e+09,1.259e+09,6.76e+08,1.259e+09,1.259e+09,1.871e+09,3e+08,2.656e+09,18,7.223e+09,5.2e+08,1.331e+09,-3.37e+08,5e+06,-1.86e+08,6.315e+09,-3e+06,1.782e+09,12,12,8,45,0,6.236e+09,8.3e+07,3.812e+09,3.307e+09,3.24e+08,5.4367e+10,4.589e+09,6.823e+09,1.5237e+10,3.913e+10,5.4367e+10,1.4945e+10,0,2012,2.6,484230769.2
"AEP","12/31/13",2.333e+09,22900000,160800000,9,-3616400000,6.131e+09,9,1.88e+08,119200000,3.303e+09,6722300000,71,2.038e+09,1.1444e+10,1843100000,2983300000,2093300000,0,58300000,4.0997e+10,9.1e+07,55,8091200000,677700000,0,8.9e+08,1.423e+09,-112200000,117700000,1.6828e+10,2.229e+09,1e+06,0,3.17e+08,-161200000,4096200000,-438700000,-3817800000,1484200000,493700000,1480500000,1473900000,1.86e+09,226400000,2822500000,19,6.749e+09,4.86e+08,1.383e+09,-1.15e+08,115400000,-161200000,5.944e+09,14500000,1712500000,14,13,10,47,0,6.766e+09,83200000,3329800000,2.396e+09,3.53e+08,5.6414e+10,4.31e+09,6.112e+09,1.6085e+10,4.0329e+10,5.6414e+10,14813500000,0,2013,3.04,488223684.2
"AEP","12/31/14",2.36e+09,-60300000,143500000,10,-4.13e+09,6203400000,8,257700000,100800000,3313300000,7685700000,56,2131300000,11918900000,2041800000,3270900000,2402900000,0,90200000,43635100000,52500000,53,8692900000,902600000,0,8.68e+08,1316600000,-152100000,162800000,1.6012e+10,2389900000,4300000,0,767400000,4.5e+07,4602400000,-150900000,-4405900000,1.638e+09,739900000,1633800000,1590500000,1835200000,0,3127400000,19,6857700000,6.83e+08,1668600000,-103100000,5700000,-123800000,6822600000,-21200000,1897600000,15,14,10,40,0,7406600000,73600000,3667900000,3.938e+09,385600000,59544600000,4478100000,7966600000,16820200000,42724400000,59544600000,16378600000,0,2014,3.34,490419161.7
"AEP","12/31/15",2.624e+09,200200000,163300000,11,-4.508e+09,6296500000,9,283700000,-38600000,3.324e+09,7433500000,57,2106600000,12802900000,2154700000,3496800000,2622900000,0,65300000,46133200000,52500000,55,9019700000,919600000,0,873900000,1339400000,-6e+07,87600000,17740900000,2428200000,13200000,0,393700000,13900000,4748700000,-661700000,-4.564e+09,2052300000,319200000,2047100000,1768600000,1640500000,0,3333500000,20,6890200000,4.22e+08,1765600000,-127100000,-7.8e+07,4e+06,6125900000,464200000,2009700000,16,15,12,38,0,8398300000,81600000,3676500000,2718900000,386800000,61683100000,4072400000,7108500000,17891700000,43791400000,61683100000,16453200000,0,NA,NA,NA
"AFL","12/31/12",3.858e+09,-1.99e+08,0,18,0,1.505e+09,NA,2.041e+09,0,6.7e+07,1.7074e+10,NA,9.658e+09,0,0,4.563e+09,4.302e+09,-1.53e+08,0,5.64e+08,0,33,8.29e+09,1.436e+09,0,2.61e+08,0,-1.7472e+10,1.2717e+10,1.0629e+10,1.17e+11,0,0,2.622e+09,-2.08e+08,1.4952e+10,1.945e+09,-1.6952e+10,2.866e+09,3.49e+08,2.866e+09,2.866e+09,9.76e+08,0,4.302e+09,17,8.35e+08,0,0,2.715e+09,1.2e+07,5.2e+08,1.01e+11,-7.81e+08,3.727e+09,17,27,11,NA,0,1.7387e+10,-8.6e+07,0,0,0,1.31e+11,0,0,1.5978e+10,1.15e+11,1.31e+11,2.5364e+10,-5.696e+09,2012,6.14,466775244.3
"AFL","12/31/13",3.718e+09,-8e+06,0,22,0,1.644e+09,NA,2.543e+09,0,6.7e+07,1.5341e+10,NA,8.798e+09,0,0,5.109e+09,4.816e+09,-9e+07,0,4.81e+08,0,36,8.598e+09,1.658e+09,0,2.93e+08,0,-1.1056e+10,7.799e+09,1.0717e+10,1.07e+11,0,0,2.49e+09,5.02e+08,1.0547e+10,1.136e+09,-1.1091e+10,3.158e+09,-3.99e+08,3.158e+09,3.158e+09,1.165e+09,0,4.816e+09,20,1.606e+09,0,0,-5.63e+08,6e+06,-3.5e+07,9.2252e+10,-3e+06,3.489e+09,20,33,13,NA,0,1.9885e+10,-7.25e+08,0,0,0,1.21e+11,0,0,1.462e+10,1.07e+11,1.21e+11,2.3939e+10,-6.413e+09,2013,6.8,464411764.7
"AFL","12/31/14",5.293e+09,-7e+06,0,16,0,1.711e+09,NA,4.658e+09,0,6.7e+07,1.4373e+10,NA,8.273e+09,0,0,4.808e+09,4.491e+09,-4.7e+07,0,4.29e+08,0,37,8.355e+09,1.54e+09,0,3.17e+08,0,-4.271e+09,3.737e+09,7.475e+09,1.03e+11,0,0,1.668e+09,2.115e+09,6.55e+09,-1.47e+08,-4.241e+09,2.951e+09,-2.15e+08,2.951e+09,2.951e+09,8.42e+08,0,4.491e+09,20,2.12e+09,0,0,1.979e+09,1.6e+07,3e+07,8.8652e+10,8.4e+07,3.547e+09,20,24,13,NA,0,2.2156e+10,-1.177e+09,0,0,0,1.2e+11,0,0,1.8347e+10,1.01e+11,1.2e+11,2.2728e+10,-7.566e+09,2014,6.54,451223241.6
"AFL","12/31/15",4.34e+09,1.47e+08,0,14,0,1.828e+09,NA,4.35e+09,0,6.7e+07,1.3049e+10,NA,8.511e+09,0,0,4.151e+09,3.862e+09,0,0,4.27e+08,0,37,7.823e+09,1.329e+09,0,2.89e+08,0,-4.811e+09,3.488e+09,5.952e+09,1.02e+11,0,0,-1.8e+07,-3.08e+08,6.776e+09,-2.187e+09,-4.897e+09,2.533e+09,-1.4e+08,2.533e+09,2.533e+09,7.05e+08,0,3.862e+09,19,1.988e+09,0,0,6.25e+08,-2.34e+08,-8.6e+07,9.0296e+10,7.48e+08,3.672e+09,19,22,12,NA,0,2.4007e+10,-1.279e+09,0,0,0,1.18e+11,0,0,1.7708e+10,1.01e+11,1.18e+11,2.0872e+10,-8.819e+09,2015,5.88,430782312.9
"AIG","12/31/12",0,3.085e+09,-6.768e+09,4,0,8.041e+10,NA,1.151e+09,0,4.766e+09,3.7745e+10,NA,2.5648e+10,0,7.349e+09,5.21e+09,2.891e+09,1.6e+07,0,0,0,47,3.3469e+10,-8.08e+08,0,2.319e+09,0,1.673e+10,-1.255e+09,4.85e+10,3.86e+11,6.67e+08,3.34e+08,-2.489e+09,-2.6e+08,3.676e+09,-2.0564e+10,1.6612e+10,3.438e+09,-1.707e+09,3.438e+09,3.699e+09,3.9584e+10,0,2.891e+09,4,6.7736e+10,0,0,1.2574e+10,-5.075e+09,-1.18e+08,4.01e+11,-7.496e+09,0,4,3,5,NA,0,1.4176e+10,-1.3e+10,2.1491e+10,0,2.8808e+10,5.49e+11,0,0,9.8002e+10,4.51e+11,5.49e+11,7.1214e+10,-1.3924e+10,2012,NA,NA
"AIG","12/31/13",0,2.174e+09,-6.99e+08,9,0,8.0899e+10,NA,2.241e+09,0,4.766e+09,3.466e+10,NA,3.1361e+10,0,4.713e+09,1.151e+10,9.368e+09,-9.2e+07,0,0,0,50,3.4214e+10,3.6e+08,0,2.142e+09,0,7.049e+09,-4.37e+08,4.1693e+10,3.69e+11,6.11e+08,3e+07,-8.962e+09,1.114e+09,5.865e+09,-1.1758e+10,7.099e+09,9.085e+09,-2.434e+09,9.085e+09,9.008e+09,3.6768e+10,0,9.368e+09,14,8.0425e+10,0,0,6.36e+09,-1.905e+09,5e+07,3.99e+11,-7.243e+09,0,14,9,13,NA,0,2.2965e+10,-5.97e+08,2.2005e+10,0,2.1617e+10,5.41e+11,0,0,1e+11,4.41e+11,5.41e+11,6.8874e+10,-1.452e+10,2013,6.16,1474837662
"AIG","12/31/14",0,2.692e+09,-8.5e+07,7,0,8.0958e+10,NA,1.758e+09,0,4.766e+09,3.3611e+10,NA,2.9166e+10,0,4.448e+09,1.2219e+10,1.0501e+10,-7.4e+07,0,0,0,48,3.0795e+10,2.927e+09,0,1.718e+09,0,1.4406e+10,2.19e+09,3.1217e+10,3.47e+11,3.74e+08,0,-9.473e+09,-5.71e+08,5.007e+09,-1.9788e+10,1.4284e+10,7.529e+09,-2.652e+09,7.529e+09,7.574e+09,3.399e+10,0,1.0501e+10,16,9.2189e+10,0,0,1.0617e+10,-4.701e+09,-1.22e+08,3.77e+11,-9.195e+09,0,16,10,12,NA,0,2.9775e+10,-4.902e+09,1.8491e+10,0,1.1243e+10,5.16e+11,0,0,1.07e+11,4.09e+11,5.16e+11,6.4406e+10,-1.9218e+10,2014,5.27,1428652751
"AIG","12/31/15",0,1.455e+09,-7.67e+08,2,0,8.151e+10,NA,1.629e+09,0,4.766e+09,3.6581e+10,NA,3.1509e+10,0,4.629e+09,4.562e+09,3.281e+09,-3.9e+07,0,0,0,37,2.1746e+10,1.059e+09,0,1.281e+09,0,8.514e+09,5.48e+08,2.935e+10,3.31e+11,5.52e+08,0,-2.938e+09,-1.29e+08,2.877e+09,-1.1429e+10,8.462e+09,2.196e+09,1.53e+08,2.196e+09,2.222e+09,3.1864e+10,0,3.281e+09,6,9.0964e+10,0,0,2.537e+09,3.228e+09,-5.2e+07,3.77e+11,-6.13e+09,0,6,4,4,NA,0,3.0943e+10,-1.0691e+10,1.6417e+10,0,1.0132e+10,4.97e+11,0,0,8.9658e+10,4.07e+11,4.97e+11,5.8327e+10,-3.0098e+10,2015,1.69,1299408284
"AIV","12/31/12",344358000,30716000,30743000,14,-359926000,3712684000,NA,229998000,0,1456000,386355000,NA,0,127561000,330217000,209759000,-19614000,0,0,5234961000,0,60,572156000,-858000,0,229373000,0,8306000,-67138000,0,0,239469000,80046000,-204539000,-6653000,316827000,-435147000,111667000,132456000,-172329000,82146000,-18756000,102897000,6235000,179016000,19,543778000,0,0,-3542000,-17074000,455469000,281438000,0,325173000,2,2,14,NA,0,-2863287000,-14660000,61732000,4413083000,0,6401380000,0,0,915425000,5485955000,6401380000,958511000,0,2012,0.61,217140983.6
"AIV","12/31/13",330756000,4592000,20666000,21,-401629000,3701339000,NA,182788000,0,1459000,380051000,NA,0,107775000,296825000,269685000,32637000,0,0,5391209000,0,61,594002000,-1959000,0,237048000,0,-116098000,-28541000,0,0,205287000,79953000,-188911000,-28662000,325596000,-419450000,65192000,207290000,-185105000,203673000,34596000,0,0,249019000,26,505416000,0,0,-4602000,-8135000,572056000,0,0,291910000,3,3,21,NA,0,-2798853000,-15782000,53073000,4388185000,0,6079413000,0,0,967457000,5111956000,6079413000,974053000,0,2013,1.4,148064285.7
"AIV","12/31/14",320996000,9039000,6049000,25,-651365000,3696143000,NA,120416000,0,1464000,380964000,NA,0,81882000,286422000,268399000,47428000,0,0,5472779000,0,61,603399000,-20047000,0,220971000,0,26315000,-29895000,0,0,214370000,87937000,-263166000,-26780000,321424000,-361882000,13678000,309249000,-300253000,300220000,67475000,0,1820000,262350000,27,476727000,0,0,-6456000,-4472000,630249000,28969000,0,282608000,5,4,31,NA,0,-2649542000,114803000,56621000,4135139000,0,6097028000,0,0,1227735000,4869293000,6097028000,984363000,0,2014,2.06,150120873.8
"AIV","12/31/15",355098000,619000,7336000,15,-536627000,4064659000,NA,137745000,0,1563000,365248000,NA,0,64052000,311487000,263551000,63866000,0,0,5529461000,0,63,616062000,-27524000,0,199685000,0,-429000,-22334000,0,0,141514000,87926000,-247022000,21818000,359891000,-167176000,-170897000,248710000,-201864000,235966000,91390000,0,0,256215000,26,473918000,0,0,-6040000,-7152000,359494000,53000,0,306301000,7,4,25,NA,0,-2596917000,339580000,53546000,3873160000,0,6144194000,0,0,1622391000,4521803000,6144194000,981310000,0,2015,1.52,163625000
"AIZ","12/31/13",1901799000,259904000,0,10,-52326000,3087533000,NA,1717184000,-34682000,1482000,6709936000,NA,3128931000,0,124851000,867434000,789699000,-23742000,0,253630000,784561000,26,2337721000,300792000,354636000,77735000,0,-334289000,609638000,1821828000,13918746000,0,0,664951000,807780000,1027561000,196699000,-392738000,488907000,-19777000,488907000,488907000,6832305000,0,789699000,9,2254238000,0,0,426830000,-1112000,-6123000,21169309000,-401280000,1470287000,9,16,5,NA,0,4415875000,-393012000,0,95206000,470458000,29714689000,0,0,4833479000,24881210000,29714689000,9047657000,-3098241000,2013,6.38,76631191.22
"AIZ","12/31/14",2832604000,-1037596000,0,9,-83603000,3131274000,NA,1318656000,-85742000,1490000,8093563000,NA,2957740000,0,133723000,802532000,744137000,-28126000,0,277645000,841239000,22,2288090000,273230000,381960000,58395000,0,136941000,1159016000,1403329000,13925074000,0,0,-467330000,-398528000,393816000,-776199000,63889000,470907000,-24236000,470907000,470907000,8715347000,0,744137000,7,2799559000,0,0,555767000,-16191000,10551000,22206329000,-222256000,1485558000,7,14,5,NA,0,4809287000,-215183000,0,95986000,345246000,31562466000,0,0,5181307000,26381159000,31562466000,10381653000,-3316511000,2014,6.52,72225000
"AIZ","12/31/15",2182538000,-93895000,0,3,-114896000,3148409000,NA,1288305000,-27269000,1497000,8666624000,NA,3150934000,0,124117000,256297000,201181000,-56231000,0,298414000,833512000,16,1658870000,59626000,277163000,55116000,0,236527000,294043000,1391801000,12615565000,0,0,0,-30351000,254572000,-487127000,264293000,141555000,-15593000,141555000,141555000,8755296000,0,201181000,2,2308263000,0,0,118549000,-100053000,142662000,22070824000,-168386000,1402573000,2,4,1,NA,0,4856674000,-292906000,0,0,508950000,30036402000,0,0,4523967000,25512435000,30036402000,10325494000,-3601162000,2015,2.08,68055288.46
"AIZ","12/31/16",2080962000,9275000,-23031000,14,-85233000,3175867000,NA,1031971000,4579000,1504000,5251228000,NA,3267394000,0,-269370000,906207000,848588000,-16146000,0,343572000,830956000,30,2280552000,283238000,240310000,57619000,0,822048000,192711000,1274033000,11361411000,0,0,-123406000,-256334000,134526000,-1106193000,725621000,565350000,-387618000,565350000,565350000,10321638000,0,848588000,11,2084136000,0,0,94602000,5610000,-11194000,22351325000,-249771000,1351314000,11,21,8,NA,0,5296678000,-863051000,0,0,227740000,29709128000,0,0,4098100000,25611028000,29709128000,7531780000,-4470551000,NA,NA,NA
